Devices
1000
,,BERTEC2_door - Force,,,BERTEC2_door - Moment,,,BERTEC2_door - CoP,,,BERTEC1_window - Force,,,BERTEC1_window - Moment,,,BERTEC1_window - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
1,0,2.27539,-1.5448,-44.3793,-5677.92,-450.44,-82.1218,144.85,326.941,0,-2.65809,-5.10315,-37.5842,-5210.63,-39.3061,-42.2054,-156.046,338.639,0
1,1,4.10645,-1.5448,-44.3793,-6227.24,-938.721,-82.1218,133.848,339.319,0,-2.96326,-5.10315,-38.1946,-4844.42,-161.376,-133.758,-159.225,326.835,0
1,2,3.4961,-1.84998,-41.3275,-5861.02,-1182.86,-173.675,126.378,340.819,0,-2.35291,-4.49279,-38.1946,-4661.32,326.905,-133.758,-146.441,322.041,0
1,3,1.66504,-1.5448,-43.7689,-4579.29,-572.51,100.984,141.92,303.624,0,-5.09949,-5.10315,-38.1946,-5576.84,-39.3061,49.3473,-156.029,346.011,0
1,4,3.19092,-1.23962,-44.9896,-6227.24,-1182.86,100.984,128.708,337.415,0,-2.96326,-3.88244,-38.1946,-5393.74,204.834,-133.758,-149.637,341.217,0
1,5,1.97022,-1.5448,-42.5482,-5861.02,-1182.86,9.4309,127.2,336.75,0,-3.57361,-4.49279,-38.1946,-5210.63,-39.3061,-42.2054,-156.029,336.423,0
1,6,2.88575,-2.46033,-44.3793,-5494.81,-450.44,-356.78,144.85,322.815,0,-0.521855,-4.49279,-38.1946,-5393.74,82.7642,-133.758,-152.833,341.217,0
1,7,0.749515,-1.5448,-43.1586,-6227.24,-816.651,192.536,136.078,343.287,0,-1.43738,-4.79797,-38.8049,-5393.74,-161.376,-133.758,-159.159,338.996,0
1,8,3.19092,-1.23962,-42.5482,-5861.02,-1427,-82.1218,121.462,336.75,0,-1.43738,-5.10315,-38.8049,-5210.63,-161.376,-316.864,-159.159,334.278,0
1,9,3.4961,-1.5448,-44.3793,-4579.29,-1427,-265.227,122.845,302.185,0,-2.04773,-4.18762,-38.8049,-4844.42,-39.3061,49.3473,-156.013,324.84,0
2,0,3.19092,-1.23962,-43.7689,-4762.39,-938.721,9.4309,133.553,307.808,0,-0.521855,-3.88244,-38.8049,-5210.63,82.7642,-133.758,-152.867,334.278,0
2,1,1.97022,-0.934448,-43.7689,-5677.92,-1182.86,-448.333,127.975,328.725,0,-1.43738,-4.18762,-37.5842,-5576.84,82.7642,-133.758,-152.798,348.383,0
2,2,5.02198,-2.15515,-44.9896,-5861.02,-1427,-82.1218,123.282,329.275,0,-3.87879,-4.18762,-38.1946,-5393.74,82.7642,-316.864,-152.833,341.217,0
2,3,3.80127,-0.934448,-44.3793,-5494.81,-694.581,9.4309,139.349,322.815,0,-1.43738,-5.10315,-39.4153,-4844.42,204.834,-133.758,-149.803,322.907,0
2,4,2.88575,-1.23962,-44.3793,-5494.81,-1549.07,-82.1218,120.095,322.815,0,-3.26844,-4.49279,-38.1946,-5210.63,-39.3061,-316.864,-156.029,336.423,0
2,5,3.4961,-1.23962,-44.3793,-6410.34,-572.51,558.747,142.1,343.444,0,-2.35291,-4.49279,-37.5842,-4844.42,-283.447,-225.311,-162.542,328.895,0
2,6,3.4961,-0.934448,-44.3793,-5494.81,-2037.35,100.984,109.092,322.815,0,-2.65809,-4.18762,-39.4153,-5210.63,571.045,-133.758,-140.512,332.198,0
2,7,1.66504,-1.23962,-44.3793,-6227.24,-450.44,9.4309,144.85,339.319,0,-3.26844,-4.79797,-38.8049,-5027.53,-39.3061,232.453,-156.013,329.559,0
2,8,3.19092,-1.84998,-44.3793,-6227.24,-2037.35,9.4309,109.092,339.319,0,-2.35291,-3.88244,-37.5842,-5393.74,204.834,49.3473,-149.55,343.511,0
2,9,3.19092,-1.5448,-43.1586,-4762.39,-938.721,9.4309,133.249,309.346,0,-2.96326,-4.18762,-37.5842,-4844.42,204.834,-42.2054,-149.55,328.895,0
3,0,4.10645,-0.934448,-44.3793,-4945.5,37.8414,284.089,155.853,310.437,0,-3.26844,-5.10315,-38.8049,-4295.11,-39.3061,-42.2054,-156.013,310.685,0
3,1,2.27539,-2.15515,-43.7689,-6410.34,-694.581,9.4309,139.131,345.459,0,-0.216679,-4.18762,-37.5842,-5027.53,82.7642,-225.311,-152.798,333.767,0
3,2,2.27539,-1.5448,-42.5482,-6044.13,-450.44,-265.227,144.413,341.054,0,-5.09949,-4.18762,-38.1946,-5210.63,82.7642,-225.311,-152.833,336.423,0
3,3,3.80127,-1.23962,-43.1586,-5311.71,-938.721,9.4309,133.249,322.074,0,-1.13221,-4.79797,-36.9739,-5027.53,-39.3061,-133.758,-156.063,335.975,0
3,4,1.66504,-1.84998,-43.1586,-5677.92,-816.651,-82.1218,136.078,330.56,0,-2.35291,-4.49279,-39.4153,-5027.53,-161.376,-133.758,-159.094,327.553,0
3,5,3.80127,-1.84998,-44.9896,-6593.45,-572.51,100.984,142.275,345.555,0,-2.04773,-3.88244,-38.1946,-5393.74,937.256,49.3473,-130.461,341.217,0
3,6,2.58057,-1.5448,-42.5482,-5494.81,-694.581,9.4309,138.675,328.143,0,-2.04773,-4.18762,-37.5842,-5027.53,82.7642,140.9,-152.798,333.767,0
3,7,4.10645,-1.84998,-43.7689,-5494.81,-572.51,9.4309,141.92,324.541,0,-2.35291,-4.79797,-38.1946,-5027.53,-39.3061,49.3473,-156.029,331.629,0
3,8,3.19092,-2.15515,-43.1586,-5311.71,-1060.79,-82.1218,130.421,322.074,0,1.00402,-4.49279,-38.8049,-5027.53,82.7642,-133.758,-152.867,329.559,0
3,9,4.10645,-1.84998,-43.1586,-6959.66,-1060.79,-356.78,130.421,360.258,0,-3.87879,-4.49279,-38.8049,-6492.37,204.834,49.3473,-149.721,367.308,0
4,0,2.88575,-1.84998,-43.7689,-5494.81,-1427,-265.227,122.397,324.541,0,-2.04773,-5.10315,-37.5842,-5027.53,-161.376,-42.2054,-159.294,333.767,0
4,1,3.4961,-1.84998,-43.1586,-5861.02,-694.581,9.4309,138.906,334.802,0,-2.04773,-3.88244,-38.1946,-5027.53,-161.376,-42.2054,-159.225,331.629,0
4,2,3.4961,-1.84998,-43.1586,-6044.13,-694.581,100.984,138.906,339.045,0,-4.48914,-3.88244,-40.0256,-5027.53,-161.376,-133.758,-159.032,325.608,0
4,3,4.10645,-1.23962,-43.1586,-5677.92,-694.581,100.984,138.906,330.56,0,-1.43738,-5.10315,-38.1946,-5393.74,-39.3061,-133.758,-156.029,341.217,0
4,4,5.63233,-2.15515,-43.7689,-6044.13,-938.721,192.536,133.553,337.092,0,-1.13221,-4.49279,-38.8049,-5393.74,-161.376,-133.758,-159.159,338.996,0
4,5,1.66504,-1.23962,-43.1586,-4945.5,-816.651,467.195,136.078,313.589,0,-2.65809,-4.49279,-37.5842,-5393.74,-39.3061,-316.864,-156.046,343.511,0
4,6,1.66504,-2.46033,-43.1586,-6044.13,-1304.93,375.642,124.764,339.045,0,-4.18396,-4.79797,-36.9739,-5576.84,82.7642,-42.2054,-152.762,350.832,0
4,7,2.88575,-1.5448,-43.7689,-6044.13,-694.581,-265.227,139.131,337.092,0,-2.65809,-5.10315,-36.9739,-5210.63,-39.3061,-133.758,-156.063,340.927,0
4,8,4.41162,-1.84998,-42.5482,-6044.13,-694.581,100.984,138.675,341.054,0,-2.65809,-4.18762,-36.9739,-5393.74,82.7642,-225.311,-152.762,345.88,0
4,9,4.7168,-1.5448,-41.9379,-5311.71,-938.721,9.4309,132.616,325.657,0,-3.87879,-4.49279,-37.5842,-5027.53,204.834,-42.2054,-149.55,333.767,0
5,0,3.19092,-1.23962,-44.3793,-6959.66,-572.51,-82.1218,142.1,355.822,0,-1.74256,-5.10315,-36.9739,-5027.53,-39.3061,-225.311,-156.063,335.975,0
5,1,2.88575,-2.15515,-43.7689,-5861.02,-1060.79,100.984,130.764,332.908,0,-4.18396,-3.88244,-36.9739,-5210.63,-39.3061,-225.311,-156.063,340.927,0
5,2,1.97022,-2.15515,-43.1586,-6227.24,-816.651,-82.1218,136.078,343.287,0,-2.65809,-4.18762,-38.1946,-4844.42,82.7642,-133.758,-152.833,326.835,0
5,3,4.10645,-1.5448,-42.5482,-6044.13,-816.651,284.089,135.806,341.054,0,-2.04773,-4.49279,-36.3635,-5027.53,-161.376,-225.311,-159.438,338.257,0
5,4,2.88575,-2.15515,-43.7689,-6044.13,-694.581,9.4309,139.131,337.092,0,-2.65809,-4.79797,-36.9739,-5210.63,-39.3061,-42.2054,-156.063,340.927,0
5,5,4.10645,-1.5448,-41.9379,-6227.24,-206.299,-82.1218,150.081,347.487,0,2.5299,-4.79797,-38.1946,-5393.74,-161.376,-133.758,-159.225,341.217,0
5,6,3.4961,-1.5448,-41.9379,-5677.92,-450.44,-173.675,144.259,334.389,0,-3.26844,-4.18762,-36.3635,-5393.74,204.834,-225.311,-149.367,348.328,0
5,7,3.4961,-0.934448,-44.3793,-5128.6,-1427,-82.1218,122.845,314.563,0,0.0884968,-4.49279,-36.9739,-5027.53,-161.376,-133.758,-159.365,335.975,0
5,8,2.27539,-1.84998,-43.7689,-5677.92,-938.721,9.4309,133.553,328.725,0,-2.65809,-5.10315,-38.8049,-4661.32,204.834,-133.758,-149.721,320.122,0
5,9,1.97022,-0.934448,-43.1586,-5311.71,-1182.86,100.984,127.593,322.074,0,-1.43738,-3.57727,-40.0256,-5210.63,204.834,-42.2054,-149.882,330.182,0
6,0,3.4961,-0.934448,-41.9379,-5494.81,-694.581,-82.1218,138.438,330.023,0,-2.65809,-4.79797,-36.9739,-5027.53,82.7642,-225.311,-152.762,335.975,0
6,1,0.139163,-1.5448,-43.1586,-5494.81,-1427,-82.1218,121.936,326.317,0,-3.26844,-4.49279,-38.1946,-5393.74,82.7642,-133.758,-152.833,341.217,0
6,2,3.80127,-1.5448,-43.7689,-5494.81,-816.651,9.4309,136.342,324.541,0,-2.96326,-4.79797,-38.1946,-5210.63,204.834,-133.758,-149.637,336.423,0
6,3,1.97022,-1.23962,-41.9379,-6227.24,-1060.79,-82.1218,129.706,347.487,0,-1.43738,-4.79797,-35.7532,-5576.84,-39.3061,-133.758,-156.099,355.982,0
6,4,1.97022,-0.934448,-43.7689,-5861.02,-572.51,-82.1218,141.92,332.908,0,-3.26844,-4.79797,-36.9739,-5210.63,82.7642,-42.2054,-152.762,340.927,0
6,5,2.58057,-2.15515,-43.7689,-5494.81,-816.651,9.4309,136.342,324.541,0,-2.96326,-4.49279,-36.9739,-5210.63,-161.376,-225.311,-159.365,340.927,0
6,6,1.05469,-0.629272,-42.5482,-5311.71,-1182.86,192.536,127.2,323.84,0,-1.43738,-4.79797,-38.1946,-5027.53,-39.3061,-225.311,-156.029,331.629,0
6,7,4.10645,-2.15515,-43.1586,-6044.13,-1060.79,-82.1218,130.421,339.045,0,-2.35291,-5.10315,-40.0256,-5393.74,204.834,-133.758,-149.882,334.757,0
6,8,3.4961,-1.5448,-43.1586,-5861.02,-1060.79,-173.675,130.421,334.802,0,-2.65809,-4.79797,-36.9739,-5210.63,204.834,-133.758,-149.46,340.927,0
6,9,4.10645,-1.5448,-44.3793,-5861.02,-1915.28,-173.675,111.843,331.067,0,-2.04773,-4.18762,-38.1946,-5027.53,-161.376,-133.758,-159.225,331.629,0
7,0,5.9375,-1.23962,-42.5482,-6044.13,-938.721,-82.1218,132.937,341.054,0,-2.04773,-4.49279,-38.8049,-5027.53,-39.3061,49.3473,-156.013,329.559,0
7,1,5.9375,-1.5448,-42.5482,-5311.71,-1549.07,-173.675,118.593,323.84,0,-2.35291,-4.18762,-38.8049,-5027.53,82.7642,-225.311,-152.867,329.559,0
7,2,1.35987,-1.5448,-44.3793,-4762.39,-84.2289,9.4309,153.102,306.311,0,-3.57361,-4.49279,-38.1946,-5027.53,82.7642,-225.311,-152.833,331.629,0
7,3,2.58057,-1.5448,-44.9896,-4945.5,-694.581,-265.227,139.561,308.925,0,-3.57361,-4.79797,-38.8049,-4844.42,82.7642,-591.522,-152.867,324.84,0
7,4,2.58057,-1.23962,-44.3793,-5128.6,-450.44,-173.675,144.85,314.563,0,-1.43738,-4.49279,-38.8049,-5943.05,-161.376,-133.758,-159.159,353.152,0
7,5,5.02198,-1.84998,-44.3793,-5861.02,-572.51,-356.78,142.1,331.067,0,-2.35291,-4.49279,-38.1946,-5027.53,-39.3061,-225.311,-156.029,331.629,0
7,6,5.63233,-1.84998,-42.5482,-5311.71,-1060.79,-265.227,130.068,323.84,0,-1.13221,-4.79797,-39.4153,-4661.32,-161.376,-225.311,-159.094,318.262,0
7,7,4.10645,-1.23962,-42.5482,-5311.71,-938.721,-173.675,132.937,323.84,0,-2.35291,-5.10315,-38.1946,-5393.74,-39.3061,-133.758,-156.029,341.217,0
7,8,5.63233,-1.5448,-42.5482,-5494.81,-938.721,192.536,132.937,328.143,0,-3.57361,-4.79797,-38.1946,-5576.84,204.834,-225.311,-149.637,346.011,0
7,9,3.4961,-0.934448,-44.9896,-6593.45,-1671.14,-173.675,117.855,345.555,0,-4.48914,-4.18762,-38.1946,-5393.74,326.905,-225.311,-146.441,341.217,0
8,0,3.19092,-1.23962,-43.1586,-5861.02,-572.51,375.642,141.735,334.802,0,-4.79432,-4.49279,-38.1946,-5210.63,-161.376,-133.758,-159.225,336.423,0
8,1,3.80127,-1.84998,-42.5482,-5677.92,-938.721,-265.227,132.937,332.447,0,-2.96326,-3.88244,-36.9739,-5027.53,-161.376,-225.311,-159.365,335.975,0
8,2,0.139163,-1.23962,-43.1586,-6044.13,-938.721,-82.1218,133.249,339.045,0,-3.87879,-4.79797,-37.5842,-5393.74,82.7642,49.3473,-152.798,343.511,0
