Devices
1000
,,BERTEC2_door - Force,,,BERTEC2_door - Moment,,,BERTEC2_door - CoP,,,BERTEC1_window - Force,,,BERTEC1_window - Moment,,,BERTEC1_window - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
1,0,0.749515,1.20178,-35.224,-3846.86,-450.44,100.984,142.212,308.212,0,0.0884968,-7.54455,-33.9221,-3928.89,-39.3061,-499.969,-156.159,315.821,0
1,1,-2.30224,1.20178,-34.6136,-2748.23,-206.299,284.089,149.04,278.397,0,1.61438,-6.9342,-32.7014,-3928.89,-161.376,-774.627,-159.935,320.144,0
1,2,-1.69189,0.896607,-35.224,-3846.86,-572.51,-631.438,138.747,308.212,0,4.36096,-6.62902,-31.4807,-3562.68,-39.3061,-683.075,-156.249,313.17,0
1,3,-0.776364,0.591431,-34.6136,-3663.76,-450.44,100.984,141.987,304.847,0,-0.216679,-6.62902,-32.7014,-3379.58,-405.517,-408.416,-167.401,303.347,0
1,4,-0.776364,1.20178,-33.3929,-3846.86,-1427,-82.1218,112.266,314.2,0,1.3092,-6.32385,-32.0911,-4112,82.7642,-591.522,-152.421,328.135,0
1,5,-4.74365,1.50696,-34.0033,-4945.5,-328.37,9.4309,145.343,344.442,0,2.83508,-6.62902,-33.3118,-3745.79,204.834,-316.864,-148.851,312.446,0
1,6,-1.99707,0.591431,-35.8343,-4579.29,-328.37,100.984,145.836,326.79,0,3.44543,-6.01867,-33.9221,-3745.79,82.7642,-591.522,-152.56,310.423,0
1,7,-1.38672,0.591431,-34.0033,-2565.13,-84.2289,-448.333,152.523,274.438,0,3.44543,-5.7135,-33.3118,-3379.58,-39.3061,-499.969,-156.18,301.453,0
1,8,-3.21777,1.50696,-32.1722,-4029.97,-328.37,100.984,144.793,324.262,0,1.3092,-6.32385,-33.3118,-3745.79,-161.376,-683.075,-159.844,312.446,0
1,9,-1.08154,0.896607,-34.6136,-3480.65,-206.299,-173.675,149.04,299.557,0,4.05578,-6.01867,-33.3118,-3928.89,-39.3061,-499.969,-156.18,317.943,0
2,0,-1.38672,1.20178,-35.8343,-3114.44,404.052,100.984,166.276,285.912,0,3.44543,-6.62902,-32.7014,-3562.68,-39.3061,-591.522,-156.202,308.946,0
2,1,2.27539,1.81213,-34.6136,-3663.76,526.123,100.984,170.2,304.847,0,2.5299,-6.9342,-33.3118,-3928.89,82.7642,-408.416,-152.515,317.943,0
2,2,-2.30224,1.50696,-34.6136,-4213.08,404.052,-356.78,166.673,320.717,0,1.91955,-6.32385,-33.3118,-3562.68,-39.3061,-591.522,-156.18,306.95,0
2,3,-4.1333,0.591431,-31.5619,-4396.18,281.982,9.4309,163.934,338.288,0,0.393673,-6.9342,-32.7014,-4112,204.834,-683.075,-148.736,325.744,0
2,4,-1.99707,0.896607,-32.7826,-3480.65,281.982,-173.675,163.602,305.174,0,3.14025,-6.62902,-32.7014,-3745.79,-39.3061,-591.522,-156.202,314.545,0
2,5,-1.69189,0.896607,-34.6136,-4213.08,-694.581,9.4309,134.933,320.717,0,2.22473,-6.9342,-32.7014,-3562.68,-39.3061,-499.969,-156.202,308.946,0
2,6,-1.69189,0.896607,-32.1722,-2382.02,-572.51,192.536,137.205,273.04,0,3.75061,-6.62902,-32.0911,-3928.89,-161.376,-591.522,-160.029,322.43,0
2,7,-3.82812,1.81213,-31.5619,-2931.34,-694.581,-82.1218,132.993,291.876,0,2.83508,-6.62902,-33.9221,-3379.58,-39.3061,-591.522,-156.159,299.628,0
2,8,-3.21777,1.20178,-31.5619,-2931.34,-328.37,100.984,144.596,291.876,0,1.61438,-6.62902,-33.9221,-3745.79,-39.3061,-591.522,-156.159,310.423,0
2,9,-3.21777,1.81213,-32.7826,-3663.76,-694.581,-356.78,133.813,310.759,0,0.393673,-6.9342,-32.7014,-3562.68,-39.3061,-591.522,-156.202,308.946,0
3,0,-2.91259,1.81213,-31.5619,-3297.55,-450.44,-448.333,140.728,303.479,0,3.44543,-7.23938,-32.7014,-4295.11,-39.3061,-591.522,-156.202,331.343,0
3,1,0.139163,2.11731,-30.9515,-3480.65,-694.581,-448.333,132.559,311.455,0,4.05578,-6.32385,-33.3118,-3928.89,-161.376,-774.627,-159.844,317.943,0
3,2,-2.60742,1.20178,-32.1722,-4029.97,-328.37,192.536,144.793,324.262,0,4.97131,-5.40832,-34.5325,-4112,-39.3061,-408.416,-156.138,319.076,0
3,3,-1.38672,2.11731,-32.7826,-2565.13,-450.44,100.984,141.26,277.247,0,5.88684,-6.62902,-32.7014,-3745.79,204.834,-133.758,-148.736,314.545,0
3,4,-0.471188,0.896607,-32.7826,-4579.29,892.334,-265.227,182.22,338.687,0,4.36096,-6.62902,-31.4807,-4295.11,-39.3061,-499.969,-156.249,336.436,0
3,5,-3.21777,0.896607,-34.0033,-2748.23,-328.37,9.4309,145.343,279.823,0,2.5299,-6.01867,-32.7014,-3196.47,82.7642,-499.969,-152.469,297.747,0
3,6,1.05469,1.20178,-32.1722,-3114.44,-938.721,558.747,125.822,295.805,0,5.88684,-6.62902,-33.3118,-3745.79,204.834,-408.416,-148.851,312.446,0
3,7,0.749515,1.50696,-32.7826,-3663.76,-84.2289,284.089,152.431,310.759,0,-2.35291,-5.40832,-32.7014,-3562.68,-39.3061,-591.522,-156.202,308.946,0
3,8,1.05469,0.896607,-32.7826,-3480.65,404.052,192.536,167.325,305.174,0,-1.43738,-6.32385,-32.7014,-3928.89,82.7642,-591.522,-152.469,320.144,0
