NO_OF_FRAMES	939
NO_OF_CAMERAS	0
NO_OF_MARKERS	8
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	1969-12-31, 21:00:00	0.00000000
DATA_INCLUDED	3D
MARKER_NAMES	SACRO	EIASD	EIASE	EIPSD	EIPSE	TMFD	ELFD	EMFD
1.385	590.333	952.414	-156.074	426.578	926.243	129.746	404.702	918.363	-52.432	581.867	959.573	58.343	579.043	956.920	-183.801	462.295	879.469	-216.863	386.154	470.507	-73.980	381.664	448.505
1.343	590.573	952.168	-156.141	426.851	925.888	129.689	404.918	917.997	-52.472	582.076	959.320	58.307	579.247	956.663	-183.863	462.535	879.194	-217.079	385.770	470.416	-74.190	381.265	448.457
1.299	590.811	951.916	-156.206	427.119	925.528	129.630	405.131	917.624	-52.514	582.284	959.063	58.272	579.449	956.399	-183.925	462.771	878.917	-217.298	385.382	470.323	-74.399	380.863	448.407
1.256	591.049	951.659	-156.270	427.381	925.163	129.570	405.339	917.244	-52.558	582.490	958.801	58.235	579.652	956.128	-183.987	463.002	878.635	-217.519	384.989	470.228	-74.609	380.456	448.354
1.211	591.284	951.395	-156.331	427.637	924.794	129.509	405.542	916.859	-52.603	582.695	958.534	58.198	579.853	955.851	-184.049	463.230	878.351	-217.742	384.591	470.130	-74.818	380.044	448.299
1.167	591.519	951.126	-156.391	427.886	924.421	129.448	405.742	916.468	-52.650	582.898	958.263	58.161	580.056	955.567	-184.112	463.454	878.062	-217.969	384.189	470.031	-75.029	379.628	448.242
1.122	591.753	950.851	-156.447	428.128	924.043	129.385	405.938	916.071	-52.698	583.101	957.986	58.123	580.258	955.276	-184.174	463.675	877.770	-218.199	383.780	469.929	-75.240	379.208	448.181
1.077	591.986	950.569	-156.501	428.363	923.660	129.323	406.131	915.669	-52.748	583.302	957.703	58.085	580.462	954.979	-184.236	463.892	877.474	-218.431	383.367	469.824	-75.452	378.783	448.117
1.031	592.218	950.281	-156.551	428.590	923.273	129.259	406.321	915.262	-52.798	583.502	957.414	58.046	580.666	954.674	-184.298	464.106	877.174	-218.667	382.948	469.716	-75.666	378.353	448.050
0.985	592.449	949.986	-156.599	428.810	922.882	129.196	406.509	914.850	-52.849	583.701	957.120	58.006	580.871	954.361	-184.359	464.316	876.870	-218.906	382.524	469.605	-75.882	377.918	447.979
0.939	592.681	949.684	-156.643	429.023	922.485	129.133	406.694	914.433	-52.901	583.899	956.819	57.966	581.078	954.042	-184.420	464.524	876.563	-219.149	382.094	469.491	-76.100	377.478	447.905
0.892	592.912	949.374	-156.683	429.229	922.084	129.070	406.878	914.010	-52.954	584.096	956.512	57.925	581.285	953.715	-184.479	464.729	876.251	-219.395	381.659	469.374	-76.321	377.033	447.828
0.845	593.143	949.057	-156.720	429.430	921.678	129.008	407.061	913.583	-53.007	584.292	956.199	57.883	581.494	953.381	-184.539	464.931	875.936	-219.645	381.220	469.254	-76.544	376.583	447.746
0.797	593.373	948.733	-156.754	429.624	921.267	128.946	407.244	913.150	-53.061	584.488	955.878	57.841	581.704	953.039	-184.597	465.130	875.616	-219.898	380.775	469.132	-76.770	376.128	447.661
0.749	593.604	948.401	-156.784	429.814	920.850	128.886	407.426	912.711	-53.115	584.683	955.551	57.798	581.914	952.690	-184.654	465.327	875.292	-220.154	380.327	469.006	-77.000	375.669	447.573
0.700	593.835	948.062	-156.811	430.000	920.428	128.827	407.609	912.267	-53.169	584.878	955.217	57.755	582.126	952.333	-184.711	465.520	874.964	-220.414	379.875	468.878	-77.233	375.205	447.481
0.650	594.066	947.714	-156.835	430.181	920.001	128.771	407.794	911.816	-53.224	585.072	954.876	57.712	582.340	951.969	-184.766	465.711	874.632	-220.677	379.420	468.747	-77.469	374.737	447.386
0.600	594.297	947.360	-156.855	430.359	919.569	128.717	407.979	911.359	-53.278	585.267	954.529	57.668	582.554	951.596	-184.820	465.899	874.294	-220.944	378.962	468.614	-77.708	374.265	447.288
0.549	594.529	946.998	-156.872	430.533	919.131	128.665	408.166	910.896	-53.332	585.460	954.174	57.625	582.769	951.216	-184.873	466.083	873.952	-221.213	378.501	468.479	-77.951	373.790	447.188
0.497	594.761	946.628	-156.887	430.704	918.687	128.616	408.356	910.425	-53.387	585.653	953.813	57.581	582.985	950.829	-184.925	466.266	873.606	-221.486	378.039	468.342	-78.197	373.311	447.085
0.446	594.993	946.252	-156.898	430.872	918.238	128.571	408.547	909.948	-53.441	585.846	953.445	57.538	583.201	950.434	-184.975	466.445	873.254	-221.761	377.574	468.203	-78.447	372.830	446.980
0.393	595.226	945.868	-156.906	431.037	917.784	128.529	408.742	909.462	-53.495	586.038	953.071	57.495	583.419	950.032	-185.025	466.621	872.898	-222.038	377.108	468.063	-78.698	372.346	446.872
0.341	595.458	945.478	-156.912	431.201	917.324	128.490	408.939	908.969	-53.549	586.229	952.691	57.452	583.637	949.623	-185.073	466.795	872.537	-222.318	376.642	467.922	-78.952	371.859	446.764
0.288	595.691	945.081	-156.915	431.363	916.860	128.456	409.139	908.468	-53.603	586.419	952.306	57.410	583.855	949.207	-185.120	466.966	872.172	-222.600	376.174	467.779	-79.209	371.371	446.653
0.235	595.924	944.678	-156.916	431.525	916.390	128.425	409.342	907.958	-53.657	586.608	951.915	57.369	584.075	948.784	-185.166	467.134	871.801	-222.885	375.706	467.635	-79.466	370.882	446.542
0.182	596.157	944.269	-156.915	431.686	915.915	128.398	409.549	907.439	-53.711	586.797	951.519	57.329	584.294	948.356	-185.212	467.300	871.426	-223.171	375.238	467.490	-79.725	370.391	446.429
0.129	596.389	943.854	-156.913	431.848	915.435	128.375	409.759	906.911	-53.765	586.984	951.119	57.290	584.515	947.922	-185.256	467.463	871.046	-223.458	374.769	467.344	-79.984	369.899	446.315
0.077	596.621	943.435	-156.908	432.011	914.950	128.355	409.972	906.374	-53.819	587.171	950.715	57.252	584.735	947.483	-185.299	467.624	870.662	-223.747	374.301	467.198	-80.244	369.406	446.200
0.025	596.853	943.011	-156.903	432.177	914.460	128.340	410.189	905.828	-53.872	587.356	950.306	57.215	584.957	947.039	-185.341	467.782	870.273	-224.036	373.832	467.051	-80.504	368.913	446.084
-0.026	597.084	942.582	-156.897	432.346	913.966	128.328	410.409	905.273	-53.925	587.541	949.895	57.179	585.178	946.591	-185.382	467.939	869.879	-224.326	373.364	466.903	-80.763	368.418	445.968
