head                          _X,head                          _Y,head                          _Z,chest                         _X,chest                         _Y,chest                         _Z,rShoulder                     _X,rShoulder                     _Y,rShoulder                     _Z,rElbow                        _X,rElbow                        _Y,rElbow                        _Z,rWrist                        _X,rWrist                        _Y,rWrist                        _Z,lShoulder                     _X,lShoulder                     _Y,lShoulder                     _Z,lElbow                        _X,lElbow                        _Y,lElbow                        _Z,lWrist                        _X,lWrist                        _Y,lWrist                        _Z,rKnee                         _X,rKnee                         _Y,rKnee                         _Z,lKnee                         _X,lKnee                         _Y,lKnee                         _Z,rHeel                         _X,rHeel                         _Y,rHeel                         _Z,lHeel                         _X,lHeel                         _Y,lHeel                         _Z,rToe                          _X,rToe                          _Y,rToe                          _Z,lToe                          _X,lToe                          _Y,lToe                          _Z,lHip                          _X,lHip                          _Y,lHip                          _Z,rHip                          _X,rHip                          _Y,rHip                          _Z
9.973719,-163.65224,1335.9573,5.867229,-82.57197,903.04224,202.87158,-130.634,995.44415,165.38232,-71.38276,689.78955,-74.013374,-34.24701,841.70416,-195.5756,-127.414955,998.1962,-202.60655,-28.932951,717.87054,58.73187,-7.0267873,840.17755,173.36914,212.60109,551.7355,-142.87384,231.83797,551.4363,132.82123,116.09945,68.29628,-137.01555,122.4656,79.82549,196.77599,376.43762,76.98215,-195.7515,381.3653,84.09976,-153.15211,-218.69739,607.0276,0.0,0.0,0.0
9.471748,-163.78004,1336.0413,5.5509863,-81.96167,903.0135,202.7083,-130.62808,995.5146,165.32874,-71.29892,689.9102,-74.08393,-34.12456,841.64197,-195.7233,-127.28961,998.07446,-202.3053,-28.700941,717.6828,58.74555,-6.9252343,840.19574,173.4176,212.5755,551.68854,-142.87358,231.83878,551.4457,132.80362,116.11491,68.262,-137.04247,122.35582,79.893105,196.79776,376.43466,76.98376,-195.70502,381.34756,84.243835,-153.16138,-218.65825,607.02325,0.0,0.0,0.0
9.168122,-163.48238,1335.7832,5.4973993,-81.82686,903.04614,202.61479,-130.5302,995.6421,166.00826,-71.53421,690.1822,-74.02538,-34.168224,841.62555,-195.88911,-127.15982,997.9669,-202.24231,-28.54253,717.5388,58.762596,-6.784297,840.18555,173.5799,212.52608,551.8412,-142.8372,231.81195,551.46686,132.84416,116.111374,68.30398,-136.54973,122.479965,79.86378,196.78073,376.4416,76.998604,-195.70447,381.32547,84.204895,-153.12259,-218.65358,607.0553,0.0,0.0,0.0
8.936532,-163.54668,1335.9868,5.7026243,-82.21732,903.0848,202.4311,-130.51024,995.7312,165.82413,-71.45538,690.41,-74.11192,-33.9807,841.5734,-196.0099,-127.043564,997.86884,-202.26494,-28.458172,717.42633,59.00297,-6.5552545,840.17,173.80106,212.51106,551.62555,-142.89793,231.82571,551.42065,132.8426,116.12629,68.23138,-136.97272,122.55491,80.016624,196.79167,376.44202,76.96666,-195.85219,381.12878,84.028275,-153.18091,-218.60828,607.0199,0.0,0.0,0.0
8.555355,-163.35353,1335.8466,5.5577283,-82.124405,903.0978,202.15431,-130.30519,995.70636,165.85397,-70.955376,690.0409,-74.17689,-33.83652,841.5264,-196.17656,-126.96521,997.73975,-202.24272,-28.417744,717.2803,58.883785,-6.5259213,840.15643,173.82721,212.53236,551.79895,-142.88393,231.83736,551.4418,132.77681,116.12444,68.27063,-136.97107,122.5921,79.972435,196.7221,376.43732,76.98251,-195.81836,381.32785,84.01901,-153.26723,-218.58939,606.96954,0.0,0.0,0.0
8.425358,-163.21834,1335.9159,5.4467735,-81.97327,903.0377,202.06984,-130.16956,995.7838,165.85477,-70.88602,690.1589,-74.177124,-33.81881,841.45795,-196.31708,-126.85888,997.5943,-202.17897,-28.308125,717.1707,58.929905,-6.347239,840.11084,173.77136,212.52686,551.69806,-142.92279,231.84975,551.45294,132.77803,116.146126,68.21228,-136.94864,122.57435,79.969284,196.73657,376.44992,76.93128,-195.87314,381.23694,84.08277,-153.06935,-218.58609,606.8837,0.0,0.0,0.0
8.176265,-163.22704,1335.9474,5.3200316,-81.853676,903.05493,201.80476,-130.06357,995.8869,166.00102,-70.70895,690.10345,-74.24759,-33.727978,841.396,-196.43556,-126.78976,997.483,-202.16599,-28.230143,717.0294,59.04598,-6.1456647,840.1161,173.81473,212.53783,551.67145,-142.92665,231.82944,551.47174,132.80531,116.12966,68.26873,-136.94785,122.6746,79.96231,196.75934,376.46198,76.965935,-195.87643,381.06,84.04355,-153.1274,-218.5575,606.9344,0.0,0.0,0.0
7.8507376,-162.98438,1335.6141,5.231547,-81.70771,903.0511,201.67268,-129.89697,995.9492,166.18896,-71.11992,690.50977,-74.32932,-33.59347,841.3031,-196.57652,-126.683105,997.3536,-202.19963,-28.170792,716.9077,58.81504,-6.1629243,840.1095,173.84842,212.52307,551.6764,-142.92906,231.84337,551.454,132.75339,116.127625,68.25296,-137.02257,122.41886,79.797104,196.73674,376.4601,76.9403,-195.73712,381.26956,84.10628,-152.97954,-218.56499,606.8405,0.0,0.0,0.0
7.5320773,-162.76724,1335.6604,4.8431034,-81.49798,903.0419,201.66011,-129.82524,996.03735,165.81804,-70.80298,690.15356,-74.380424,-33.581,841.2045,-196.65952,-126.58545,997.21735,-202.09709,-28.154821,716.7712,58.746033,-6.125546,840.09143,174.17548,212.44046,551.7552,-142.92017,231.8375,551.4455,132.80884,116.162445,68.24909,-136.95813,122.55293,80.0196,196.73186,376.4259,76.982185,-195.79564,381.30542,84.22133,-153.02686,-218.54427,606.8266,0.0,0.0,0.0
7.256284,-162.61917,1335.6104,4.955218,-81.346855,902.94916,201.53923,-129.58083,996.08936,166.0462,-70.545364,690.2115,-74.44034,-33.498726,841.1511,-196.79668,-126.48424,997.1049,-202.15529,-28.131746,716.60254,58.81986,-5.902519,840.1431,173.92867,212.52454,551.67554,-142.98685,231.79834,551.45935,132.80606,116.08785,68.23464,-137.01413,122.32507,79.91037,196.73808,376.43405,76.94635,-195.7567,381.24417,84.19382,-153.03973,-218.5262,606.8473,0.0,0.0,0.0
6.9948497,-162.42676,1335.5331,4.6096106,-81.33845,902.7404,201.23611,-129.36676,996.16766,166.04485,-70.49938,690.2267,-74.516945,-33.393417,841.0414,-196.90843,-126.40023,996.97656,-202.0875,-28.090406,716.4619,58.697056,-5.882208,840.1544,173.9891,212.51445,551.67334,-143.12175,231.6938,551.34186,132.83144,116.08886,68.24087,-136.98976,122.59051,79.97019,196.754,376.41995,77.003654,-195.72011,381.0515,83.87366,-152.94914,-218.53455,606.71985,0.0,0.0,0.0
6.648099,-162.1822,1335.4349,4.5194945,-80.860565,902.7649,201.30821,-129.24083,996.2203,166.0844,-70.449745,690.21344,-74.57845,-33.374557,840.92474,-197.06676,-126.29104,996.8575,-202.17802,-28.131845,716.2692,58.413017,-5.9084,840.1541,173.99896,212.54213,551.67883,-143.06465,231.76791,551.43066,132.76913,116.12308,68.243004,-136.95122,122.660614,79.940895,196.73608,376.4202,76.95706,-195.94724,381.414,84.31752,-152.95575,-218.51405,606.68677,0.0,0.0,0.0
6.2972083,-162.00027,1335.4716,4.408448,-80.70511,902.71075,201.17511,-129.01468,996.2209,166.0712,-70.36928,690.2205,-74.67817,-33.367046,840.84216,-197.23251,-126.22633,996.7321,-202.25085,-28.110811,716.10223,58.493732,-5.7404113,840.11115,173.97461,212.55766,551.66595,-143.07361,231.75362,551.45197,132.84653,116.12976,68.24509,-137.0087,122.579414,79.9606,196.7686,376.43726,76.97773,-195.81473,381.14343,84.12428,-153.11673,-218.51503,606.7303,0.0,0.0,0.0
5.982964,-161.70074,1335.6321,4.6089144,-81.10347,902.66644,201.05814,-128.8206,996.2546,165.70372,-70.18223,690.20905,-74.82702,-33.347336,840.6893,-197.31543,-126.08955,996.59204,-202.29533,-28.09927,715.9854,58.27082,-5.728487,840.08746,173.98842,212.56847,551.69305,-143.1072,231.77654,551.4804,132.85774,116.093956,68.28562,-136.9439,122.55238,79.93861,196.72876,376.44287,77.019714,-195.74374,381.38367,84.195,-152.88396,-218.51158,606.62744,0.0,0.0,0.0
5.9161325,-161.2785,1335.298,4.632392,-80.97152,902.609,200.9253,-128.57887,996.2708,166.29076,-70.646324,690.4974,-74.85625,-33.250317,840.5636,-197.46095,-126.03768,996.47736,-202.35954,-28.169088,715.79913,58.215588,-5.555026,840.06366,173.98544,212.58946,551.74506,-143.10953,231.7647,551.46344,132.89209,116.16372,68.28763,-137.07579,122.41482,79.842545,196.82858,376.4804,77.00368,-195.85098,381.24734,84.11073,-152.92044,-218.5524,606.68134,0.0,0.0,0.0
5.675237,-161.01114,1335.4708,4.49188,-81.00216,902.5483,200.78014,-128.37376,996.245,165.98087,-70.258835,690.17114,-74.99807,-33.206978,840.3645,-197.60503,-125.97491,996.35565,-202.49019,-28.237514,715.62695,58.218853,-5.409923,839.9732,173.9333,212.59721,551.7067,-143.11891,231.74855,551.46454,132.76146,116.09951,68.2663,-136.99606,122.3397,79.87781,196.72626,376.46,77.02512,-195.94345,381.07248,83.99283,-153.31963,-218.58653,606.7989,0.0,0.0,0.0
