scorer,DLC_resnet50_chuteOct4shuffle1_10000,DLC_resnet50_chuteOct4shuffle1_10000,DLC_resnet50_chuteOct4shuffle1_10000,DLC_resnet50_chuteOct4shuffle1_10000,DLC_resnet50_chuteOct4shuffle1_10000,DLC_resnet50_chuteOct4shuffle1_10000,DLC_resnet50_chuteOct4shuffle1_10000,DLC_resnet50_chuteOct4shuffle1_10000,DLC_resnet50_chuteOct4shuffle1_10000,DLC_resnet50_chuteOct4shuffle1_10000,DLC_resnet50_chuteOct4shuffle1_10000,DLC_resnet50_chuteOct4shuffle1_10000,DLC_resnet50_chuteOct4shuffle1_10000,DLC_resnet50_chuteOct4shuffle1_10000,DLC_resnet50_chuteOct4shuffle1_10000
bodyparts,quadril,quadril,quadril,joelho,joelho,joelho,maleolo,maleolo,maleolo,calcaneo,calcaneo,calcaneo,pontadope,pontadope,pontadope
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
40,306.5192565917969,61.82447814941406,0.9983305335044861,358.6300354003906,102.96626281738281,0.9994233846664429,365.51544189453125,165.4775390625,0.9864133596420288,356.37353515625,173.1329803466797,0.9462624192237854,399.6024169921875,168.94488525390625,0.9876784682273865
41,309.0396728515625,63.516666412353516,0.9979249238967896,361.7850036621094,100.53706359863281,0.999244213104248,379.4427490234375,163.95433044433594,0.9975718855857849,369.9578552246094,170.61328125,0.9932884573936462,404.22723388671875,163.02191162109375,0.9988571405410767
42,313.2130126953125,62.831600189208984,0.9945359230041504,364.502685546875,99.32617950439453,0.9963311553001404,388.9405517578125,159.09988403320312,0.9990418553352356,383.529541015625,169.07498168945312,0.9924163818359375,411.7158203125,159.88519287109375,0.9958641529083252
43,318.8096923828125,59.24957275390625,0.9868308305740356,369.0666809082031,97.12020874023438,0.9975270628929138,395.22161865234375,155.68255615234375,0.9975988268852234,390.2220764160156,165.68865966796875,0.9967067837715149,420.9762878417969,148.3230438232422,0.9972033500671387
44,319.76904296875,64.06417083740234,0.9922164678573608,370.676025390625,95.04402160644531,0.9968208074569702,407.0853271484375,152.484130859375,0.9996957778930664,402.09161376953125,162.55201721191406,0.9955867528915405,431.1341857910156,143.85740661621094,0.9985637068748474
45,320.94927978515625,62.18807601928711,0.9973466396331787,371.8826904296875,93.42708587646484,0.9984982013702393,413.787841796875,148.0242156982422,0.9986088871955872,409.2887878417969,158.5360870361328,0.9922768473625183,437.1148681640625,138.33096313476562,0.995471715927124
46,324.2367248535156,62.217830657958984,0.9993438124656677,373.9744567871094,93.66876983642578,0.9982616305351257,420.78033447265625,143.5746612548828,0.9996533393859863,418.64520263671875,154.0727996826172,0.9972279667854309,445.8916931152344,130.95315551757812,0.9977547526359558
47,327.9895935058594,60.062259674072266,0.9989234805107117,377.5123291015625,92.45378112792969,0.9952581524848938,427.8439025878906,141.01556396484375,0.9982179999351501,426.85784912109375,150.5188751220703,0.9969191551208496,452.14404296875,127.74954986572266,0.9982898831367493
48,327.4205627441406,55.59429931640625,0.9989508390426636,382.16278076171875,92.36345672607422,0.9931092262268066,431.8564758300781,137.89390563964844,0.998943030834198,430.8189392089844,144.93289184570312,0.9970239996910095,457.41290283203125,123.92610168457031,0.9944790601730347
49,331.807861328125,57.158748626708984,0.9979462027549744,384.6639404296875,92.04247283935547,0.9963117241859436,437.2247009277344,134.79830932617188,0.9996260404586792,435.8222961425781,144.85862731933594,0.9984222650527954,459.3409423828125,122.12374114990234,0.9935259819030762
50,334.62493896484375,56.330482482910156,0.9986245632171631,387.39129638671875,89.54871368408203,0.9978322386741638,440.97998046875,131.16592407226562,0.9996090531349182,440.44842529296875,142.94412231445312,0.9941530823707581,462.8092956542969,121.44979095458984,0.9921941757202148
51,337.08770751953125,55.447452545166016,0.9989895224571228,392.0074768066406,90.06647491455078,0.9960973858833313,444.1744689941406,131.23703002929688,0.9990859031677246,441.5461730957031,142.2698516845703,0.9888715147972107,465.17803955078125,119.74598693847656,0.9917286038398743
52,337.7326354980469,53.07319259643555,0.999651312828064,392.8807678222656,89.22830963134766,0.9961399435997009,446.147705078125,132.42483520507812,0.9978596568107605,447.90234375,140.63047790527344,0.9879652261734009,467.15447998046875,121.11741638183594,0.9926440119743347
