Devices
1000
,,BERTEC2_door - Force,,,BERTEC2_door - Moment,,,BERTEC2_door - CoP,,,BERTEC1_window - Force,,,BERTEC1_window - Moment,,,BERTEC1_window - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
1,0,0,0,0,0,0,0,155,199,0,1.00402,-2.66174,-575.914,-26634,-161.376,-683.075,-155.28,246.246,0
1,1,0,0,0,0,0,0,155,199,0,0.393673,-2.96692,-577.745,-26450.9,-283.447,-316.864,-155.491,245.783,0
1,2,0,0,0,0,0,0,155,199,0,1.91955,-3.57727,-577.745,-26634,-39.3061,-408.416,-155.068,246.1,0
1,3,0,0,0,0,0,0,155,199,0,2.83508,-3.57727,-577.135,-26267.8,-39.3061,-683.075,-155.068,245.514,0
1,4,0,0,0,0,0,0,155,199,0,1.00402,-3.57727,-577.135,-26634,-39.3061,-683.075,-155.068,246.149,0
1,5,0,0,0,0,0,0,155,199,0,-0.216679,-3.57727,-576.525,-26267.8,-39.3061,-683.075,-155.068,245.562,0
1,6,0,0,0,0,0,0,155,199,0,4.05578,-3.57727,-576.525,-25901.6,-161.376,-499.969,-155.28,244.927,0
1,7,0,0,0,0,0,0,155,199,0,0.0884968,-3.88244,-578.356,-26634,82.7642,-316.864,-154.857,246.051,0
1,8,0,0,0,0,0,0,155,199,0,1.3092,-2.66174,-574.694,-26634,82.7642,-316.864,-154.856,246.345,0
1,9,0,0,0,0,0,0,155,199,0,0.698848,-3.57727,-574.083,-26450.9,-39.3061,-591.522,-155.068,246.075,0
2,0,0,0,0,0,0,0,155,199,0,3.44543,-3.88244,-572.863,-26084.7,204.834,-316.864,-154.642,245.534,0
2,1,0,0,0,0,0,0,155,199,0,-0.521855,-3.57727,-578.356,-26450.9,204.834,-408.416,-154.646,245.735,0
2,2,0,0,0,0,0,0,155,199,0,0.698848,-4.18762,-575.914,-26634,-39.3061,-408.416,-155.068,246.246,0
2,3,0,0,0,0,0,0,155,199,0,1.3092,-3.88244,-576.525,-26634,82.7642,-499.969,-154.856,246.197,0
2,4,0,0,0,0,0,0,155,199,0,1.91955,-4.18762,-575.914,-27000.2,82.7642,49.3473,-154.856,246.882,0
2,5,0,0,0,0,0,0,155,199,0,3.75061,-4.18762,-575.914,-26817.1,82.7642,-316.864,-154.856,246.564,0
2,6,0,0,0,0,0,0,155,199,0,-2.96326,-4.49279,-576.525,-26817.1,-161.376,-591.522,-155.28,246.515,0
2,7,0,0,0,0,0,0,155,199,0,0.698848,-2.66174,-575.304,-26267.8,-39.3061,-408.416,-155.068,245.659,0
2,8,0,0,0,0,0,0,155,199,0,0.698848,-4.49279,-575.914,-26267.8,-39.3061,-408.416,-155.068,245.611,0
