0.116787	568.977844	965.786438	-155.846085	405.287201	947.006409	130.960709	386.579376	939.626648	-183.697495	438.596893	895.509216	170.676956	435.809723	895.9554440000001	-202.811264	408.659027	475.482574	178.817673	393.000702	476.988434	-59.546131	410.143616	450.696075	35.430969	391.723755	453.520355	-202.702744	393.09021	430.116913	172.613388	370.371094	429.7034	-153.475677	354.472473	411.013184	115.581734	342.261169	404.458771	-218.285614	468.848358	94.52726699999999	180.648346	467.029633	93.825081	-131.450851	434.841583	101.576904	91.733574	448.196503	112.00914	NaN	NaN	NaN	123.784889	534.28302	59.860298	-201.974487	280.420654	58.33395	144.733521	276.893768	55.27	-268.50354	333.548096	47.962914	215.473007	323.716461	42.827255	-53.632057	561.925537	973.331665	57.195576	559.6733400000001	969.818176
0.169427	569.187561	965.693787	-155.844421	405.554688	946.828003	130.961746	386.733704	939.389587	-183.684204	438.872925	895.398865	170.696716	435.977661	895.799683	-202.942535	408.433838	475.434326	178.929031	392.766571	476.933502	-59.661148	409.885376	450.687622	35.546875	391.419006	453.475403	-202.826111	392.87326	430.069214	172.724274	370.143463	429.645355	-153.608139	354.244202	410.962219	115.698814	341.969971	404.399994	-218.287964	468.844391	94.51752500000001	180.647217	466.995758	93.81661200000001	-131.450333	434.836548	101.572006	91.741302	448.17038	112.018791	NaN	NaN	NaN	123.773544	534.267883	59.848698	-201.968674	280.43045	58.331703	144.740189	276.888916	55.262928	-268.497894	333.558044	47.97234	215.479614	323.712769	42.81839	-53.584255	562.1182250000001	973.246216	57.249863	559.869019	969.726807
0.225558	569.414612	965.592651	-155.84227	405.840576	946.634766	130.962341	386.899963	939.134888	-183.669098	439.168427	895.277771	170.718353	436.158905	895.631836	-203.083221	408.191254	475.381653	179.048172	392.51413	476.874664	-59.784954	409.603851	450.678741	35.671165	391.09256	453.42749	-202.959564	392.639526	430.017822	172.843521	369.897614	429.583038	-153.752274	353.997894	410.907471	115.823868	341.658417	404.337311	-218.290482	468.839935	94.506981	180.647049	466.960358	93.807823	-131.450119	434.83078	101.567215	91.74954200000001	448.142059	112.029221	NaN	NaN	NaN	123.762253	534.252625	59.837444	-201.962845	280.440399	58.329521	144.747177	276.883881	55.255653	-268.49231	333.567657	47.981556	215.486176	323.708801	42.809425	-53.533287	562.3268430000001	973.152344	57.307373	560.079712	969.626892
0.284986	569.658752	965.482971	-155.839645	406.144043	946.426819	130.962372	387.077698	938.862976	-183.652069	439.482513	895.145996	170.741928	436.353149	895.452026	-203.232895	407.931732	475.324463	179.174744	392.243896	476.812134	-59.917366	409.299072	450.669434	35.803551	390.745361	453.376678	-203.103058	392.389343	429.962891	172.97084	369.633728	429.516571	-153.90802	353.733826	410.848999	115.956505	341.327332	404.270966	-218.293182	468.835083	94.495644	180.648026	466.923706	93.798759	-131.450256	434.824188	101.562599	91.75827	448.111511	112.040367	NaN	NaN	NaN	123.751175	534.23761	59.826748	-201.957031	280.450439	58.32745	144.754379	276.878723	55.248234	-268.486969	333.576691	47.990402	215.492584	323.704681	42.800468	-53.479343	562.551208	973.049988	57.367836	560.305115	969.518494
0.347465	569.919617	965.364746	-155.836441	406.464142	946.204346	130.9617	387.266479	938.574646	-183.633179	439.814331	895.00354	170.767456	436.560181	895.260498	-203.391083	407.65567	475.262726	179.30838	391.956268	476.746124	-60.058163	408.9711	450.659698	35.943623	390.37851	453.323242	-203.256317	392.123322	429.904602	173.105942	369.352417	429.446198	-154.075302	353.452545	410.787018	116.096222	340.977875	404.201019	-218.296066	468.829742	94.48355100000001	180.65036	466.886078	93.78943599999999	-131.45079	434.816803	101.558205	91.76747899999999	448.078796	112.052231	NaN	NaN	NaN	123.74044	534.222839	59.81678	-201.951355	280.46048	58.325512	144.761719	276.873413	55.240692	-268.481934	333.585114	47.998714	215.498825	323.700439	42.791599	-53.422653	562.790894	972.939026	57.430927	560.545044	969.401611
0.412711	570.196716	965.238098	-155.832596	406.799591	945.967957	130.960236	387.46582	938.270935	-183.612442	440.162689	894.850464	170.794876	436.77948	895.057983	-203.557083	407.363495	475.19635	179.448547	391.652039	476.67688	-60.207073	408.62027	450.649475	36.090927	389.993225	453.267365	-203.419037	391.84201	429.843079	173.248398	369.054382	429.37207	-154.253922	353.154541	410.721649	116.242355	340.611359	404.127533	-218.299149	468.823975	94.47073399999999	180.65416	466.847687	93.779877	-131.451706	434.808594	101.554062	91.77713799999999	448.044006	112.064713	NaN	NaN	NaN	123.730133	534.208557	59.807716	-201.945862	280.470428	58.323715	144.76915	276.867981	55.233067	-268.477325	333.592865	48.006367	215.504745	323.695984	42.782894	-53.363487	563.045471	972.81958	57.496273	560.798889	969.27655
0.480421	570.4892579999999	965.102966	-155.827988	407.149078	945.718079	130.957855	387.67511	937.9526980000001	-183.589996	440.526428	894.6870730000001	170.824188	437.01062	894.844727	-203.730255	407.055878	475.125519	179.594711	391.332184	476.604675	-60.363819	408.247131	450.638702	36.244904	389.591003	453.20932	-203.590744	391.546204	429.778442	173.39769	368.740448	429.294434	-154.443573	352.840637	410.653168	116.394203	340.229187	404.050568	-218.302444	468.817688	94.457184	180.659607	466.808807	93.770065	-131.453079	434.799438	101.550194	91.787216	448.007233	112.077751	NaN	NaN	NaN	123.720352	534.194763	59.799702	-201.940598	280.480316	58.322048	144.77655	276.862518	55.225372	-268.473053	333.599884	48.013237	215.510361	323.691467	42.774437	-53.302132	563.314392	972.6915279999999	57.563484	561.066101	969.143372
0.550271	570.796509	964.959473	-155.822571	407.511261	945.4552	130.954498	387.893646	937.621033	-183.565994	440.904236	894.513489	170.855316	437.252899	894.62146	-203.909821	406.733673	475.050262	179.746307	390.99765	476.529755	-60.528118	407.852448	450.62735	36.404953	389.173523	453.149384	-203.771027	391.236664	429.710968	173.553223	368.411591	429.213531	-154.64389	352.511688	410.581879	116.551041	339.832794	403.969971	-218.305923	468.810913	94.44297	180.666763	466.769562	93.759987	-131.454895	434.789398	101.546593	91.79769899999999	447.968506	112.09124	NaN	NaN	NaN	123.711212	534.181763	59.792862	-201.935623	280.490051	58.320503	144.783905	276.856995	55.21764	-268.469238	333.606232	48.019249	215.515518	323.686829	42.766293	-53.238903	563.596985	972.555054	57.632133	561.3460690000001	969.002625
0.621918	571.117676	964.807922	-155.816376	407.884827	945.180054	130.95018	388.12088	937.277344	-183.540604	441.2948	894.330078	170.88826	437.50589	894.388794	-204.095001	406.397644	474.970886	179.902771	390.649689	476.452362	-60.699684	407.437012	450.615356	36.570415	388.742462	453.087708	-203.959259	390.914307	429.640747	173.714386	368.069	429.129608	-154.854385	352.16861	410.507996	116.712143	339.423767	403.885742	-218.309662	468.803589	94.428116	180.675629	466.730194	93.749619	-131.457184	434.778412	101.543251	91.808556	447.928009	112.105087	NaN	NaN	NaN	123.702782	534.169617	59.787304	-201.930954	280.499512	58.319038	144.791092	276.851379	55.209877	-268.465881	333.611908	48.02438	215.520203	323.68222	42.758511	-53.174149	563.892578	972.4102779999999	57.701794	561.638	968.854187
0.695	571.451782	964.648315	-155.809402	408.268463	944.893311	130.944931	388.356354	936.922546	-183.513992	441.696747	894.137146	170.922913	437.76889	894.1473999999999	-204.28511	406.048798	474.887573	180.063553	390.289551	476.37262	-60.878223	407.001831	450.60257	36.740593	388.299591	453.024628	-204.154846	390.580078	429.567963	173.880402	367.713745	429.042908	-155.074539	351.8125	410.431763	116.876801	339.003876	403.797791	-218.313583	468.795746	94.41263600000001	180.686096	466.690674	93.738945	-131.4599	434.76651	101.540161	91.819756	447.885773	112.119156	NaN	NaN	NaN	123.695129	534.158325	59.783089	-201.92662	280.508789	58.317646	144.798065	276.845764	55.202099	-268.462891	333.616821	48.028645	215.524353	323.677582	42.751141	-53.108238	564.2005	972.257385	57.772045	561.941406	968.698547
0.769136	571.797791	964.480835	-155.801682	408.660767	944.595703	130.938843	388.59967	936.557922	-183.486404	442.108765	893.93512	170.959167	438.041199	893.898071	-204.479492	405.688385	474.800659	180.228027	389.91861	476.290741	-61.063431	406.548004	450.588959	36.914776	387.84671	452.960266	-204.357208	390.235046	429.492798	174.050522	367.347229	428.953674	-155.303696	351.444489	410.353455	117.044266	338.57486	403.705994	-218.317764	468.787323	94.396584	180.698074	466.651001	93.727898	-131.463058	434.753662	101.5373	91.831245	447.84198	112.133316	NaN	NaN	NaN	123.688286	534.148132	59.780254	-201.922623	280.517731	58.316292	144.804749	276.840027	55.194302	-268.460388	333.621033	48.032124	215.527924	323.672882	42.74424	-53.041542	564.52002	972.096558	57.842468	562.255249	968.535889
0.843932	572.1547849999999	964.3057250000001	-155.793213	409.060516	944.2880249999999	130.932083	388.850342	936.184998	-183.458008	442.529572	893.724426	170.996857	438.322296	893.641479	-204.677582	405.317413	474.71048	180.39566	389.538269	476.206787	-61.254951	406.076752	450.574463	37.092228	387.385651	452.894806	-204.565689	389.880096	429.415436	174.224014	366.970703	428.862091	-155.541275	351.065643	410.273193	117.213829	338.138367	403.61026	-218.322174	468.77829	94.37996699999999	180.711304	466.611084	93.716431	-131.466644	434.739868	101.53466	91.842972	447.796631	112.147438	NaN	NaN	NaN	123.682297	534.138916	59.778782	-201.918976	280.526306	58.314987	144.811035	276.83432	55.186474	-268.458374	333.62439	48.034908	215.530884	323.668304	42.737827	-52.974453	564.850159	971.92804	57.912651	562.578918	968.366516
