head                          _X,head                          _Y,head                          _Z,chest                         _X,chest                         _Y,chest                         _Z,rShoulder                     _X,rShoulder                     _Y,rShoulder                     _Z,rElbow                        _X,rElbow                        _Y,rElbow                        _Z,rWrist                        _X,rWrist                        _Y,rWrist                        _Z,lShoulder                     _X,lShoulder                     _Y,lShoulder                     _Z,lElbow                        _X,lElbow                        _Y,lElbow                        _Z,lWrist                        _X,lWrist                        _Y,lWrist                        _Z,rHip                          _X,rHip                          _Y,rHip                          _Z,lHip                          _X,lHip                          _Y,lHip                          _Z,rKnee                         _X,rKnee                         _Y,rKnee                         _Z,lKnee                         _X,lKnee                         _Y,lKnee                         _Z,rHeel                         _X,rHeel                         _Y,rHeel                         _Z,lHeel                         _X,lHeel                         _Y,lHeel                         _Z,rToe                          _X,rToe                          _Y,rToe                          _Z,lToe                          _X,lToe                          _Y,lToe                          _Z
10.991753,512.6248,1460.7273,27.080091,390.02548,1046.3466,220.7861,383.49524,1192.3473,319.66458,196.60095,1006.86774,346.70285,182.15054,734.8797,-187.33257,398.43066,1173.8645,-324.47742,251.141,993.1882,-316.21848,242.71553,719.20435,167.49797,89.78423,893.91187,-135.47922,131.83932,867.7303,168.03123,382.0793,497.02347,-120.58961,409.28217,505.99353,115.377945,100.65081,69.3018,-104.84862,143.1226,79.94988,206.29887,354.3906,71.02435,-171.6952,400.98935,78.47667
10.8313675,520.4258,1445.7666,26.878107,391.24927,1033.6641,221.3818,386.71588,1179.8949,322.5258,193.48236,1003.8317,354.03766,163.69522,733.8177,-188.08136,401.80283,1161.3453,-328.66122,249.20883,988.46954,-324.71783,227.61018,714.99603,166.69417,86.88893,887.003,-135.88474,129.0335,861.37146,169.20583,383.85284,496.20966,-121.03871,411.55557,505.39944,115.24113,100.56686,69.33558,-104.816345,143.12584,79.94217,206.34447,354.4019,70.97478,-171.67155,401.15317,78.615166
10.988671,527.6988,1430.4491,26.503181,392.87424,1020.4703,222.09637,389.81104,1167.1609,325.56882,190.30875,1001.13477,361.21115,145.38106,733.78,-188.80429,405.04,1148.6047,-332.80228,247.04742,984.00055,-333.3607,212.1969,711.70996,165.8903,84.2007,879.88275,-135.90701,126.08451,854.6211,170.25992,385.558,495.41562,-121.51079,413.64044,504.61945,115.201805,100.52889,69.37054,-104.84174,143.09087,79.902985,206.49431,354.19702,71.041435,-171.64783,401.04642,78.51241
10.7304,534.60535,1414.8738,26.627071,393.93494,1006.9216,223.02005,392.755,1154.1431,328.388,187.23453,998.43256,368.36578,127.24222,735.00525,-189.6351,408.1415,1135.7803,-336.6703,244.90222,979.42676,-341.7141,197.16402,709.4945,165.44678,81.62651,872.8738,-137.21713,123.92666,847.829,171.21812,387.41013,494.61844,-122.06703,416.04562,504.022,115.23587,100.625885,69.46523,-104.819786,143.16629,79.94364,206.52057,354.27075,70.990616,-171.628,401.1487,78.46824
10.58292,541.1585,1398.9569,26.177225,394.9903,993.2772,224.04233,395.39847,1140.7672,331.18646,184.07127,996.0957,375.3379,109.63719,737.11127,-190.49374,411.09497,1122.7162,-340.04184,243.13718,974.7439,-350.1876,182.15417,707.8216,164.5138,78.989815,865.7822,-137.65121,121.66273,840.00037,172.06876,389.21722,493.7694,-122.840965,418.25922,503.05984,115.290695,100.74046,69.535934,-104.86252,143.11977,79.80798,206.49887,354.50885,71.251526,-171.46162,401.16885,78.447105
10.8946905,547.09265,1382.2844,26.432486,396.1285,979.0567,224.79007,398.03802,1127.026,333.8627,181.12706,994.00024,382.44916,92.209076,740.6832,-191.38289,413.90146,1109.4329,-343.50818,241.08002,970.4534,-358.2751,167.12915,707.1484,163.84296,76.297356,858.48975,-138.00148,119.62813,831.9071,172.39122,390.99057,492.7897,-123.54948,420.71506,502.1028,115.16974,100.621605,69.51806,-104.919716,143.0647,79.84898,206.49411,354.57367,71.21395,-171.61928,401.08618,78.455574
10.811044,553.0123,1365.9163,26.64332,397.14096,964.5829,226.17635,400.22565,1113.3259,336.23697,178.2511,992.2838,389.0513,74.92152,745.42615,-192.1448,416.59006,1095.8367,-346.88495,238.85873,966.6305,-366.1395,152.76166,707.31104,162.96129,73.614525,851.1115,-138.0523,117.30263,823.2408,173.16188,393.04083,491.97736,-124.388115,423.13165,501.09445,115.11502,100.73169,69.648895,-104.88984,143.05959,79.80139,206.52263,354.57852,71.159515,-171.40169,401.22086,78.47175
11.107787,558.1239,1348.98,26.693972,398.1692,949.9501,227.27205,402.41293,1099.4059,338.44183,175.54459,990.9938,395.98685,58.448936,751.6103,-192.93872,419.38846,1081.9406,-349.39127,237.44751,962.40515,-374.00055,138.49506,708.875,161.99846,71.05501,843.5146,-139.15738,115.69362,815.198,173.78722,395.08002,491.10663,-125.16462,425.50378,500.145,115.02662,100.722404,69.72822,-104.87628,143.08246,79.73132,206.61105,354.5954,71.12301,-171.45575,401.31992,78.666595
11.036909,563.4314,1332.347,26.8187,399.11066,935.05255,228.0327,404.61093,1085.2627,340.14987,173.25667,989.84454,402.28897,42.464493,759.00494,-193.69751,422.22095,1067.7687,-352.0225,235.85309,958.7803,-381.3094,124.9307,710.916,161.1117,68.23433,835.6367,-138.82457,114.20345,806.2802,174.40837,396.92172,490.1791,-125.67303,427.7887,499.0854,115.136536,100.91847,69.65709,-104.84741,143.13147,79.7936,206.67285,354.6498,71.05723,-171.42137,401.28867,78.50135
10.975409,568.0562,1315.16,26.669968,399.852,919.5446,228.86563,406.641,1071.1189,341.3324,171.3794,988.7306,408.0825,27.403212,767.36163,-194.47997,424.92233,1053.426,-353.89523,234.8909,955.4065,-388.42487,111.50436,713.9416,160.19441,66.12073,827.3377,-139.47833,112.183014,798.2014,174.97227,398.81805,489.28897,-126.69808,430.0491,498.19043,115.0254,100.892204,69.81649,-104.844154,143.12656,79.81074,206.63843,354.6339,71.01076,-171.4574,401.40222,78.657265
11.395148,572.8024,1297.874,27.245575,400.8554,904.36066,229.97452,408.4065,1056.9446,342.5197,169.99483,987.8923,413.7938,13.057471,777.3914,-195.04219,427.60245,1039.2924,-356.0911,233.24529,952.0133,-394.45578,98.91995,717.6454,159.31607,63.624275,819.03253,-140.15616,110.25712,789.63983,175.40607,400.65213,488.36832,-127.180534,432.27338,497.22025,114.95111,101.009575,69.953995,-104.87343,143.10585,79.75561,206.64781,354.7047,70.92893,-171.43257,401.18802,78.45942
11.619049,577.1211,1279.913,27.886065,401.8763,888.93054,230.9956,410.3112,1042.6426,343.1382,169.2545,986.8794,418.5216,0.15532506,787.7913,-195.38783,429.90375,1025.006,-357.55557,232.37961,948.6434,-400.3572,86.67633,721.8625,158.27725,61.832077,810.4465,-140.92094,108.31083,781.0449,175.70303,402.34198,487.54935,-128.2269,434.34097,496.36285,114.897675,101.11476,70.11208,-104.879425,143.11012,79.709496,206.71649,354.69724,70.9121,-171.51163,401.2556,78.374435
12.105935,581.835,1262.599,28.069681,401.63736,873.305,231.97711,412.10275,1028.1414,343.41492,168.95721,985.7293,422.91443,-11.718264,799.0245,-195.59775,432.11404,1010.74634,-358.50693,231.8213,945.16345,-405.05957,74.84933,726.3621,157.5449,59.521122,802.1448,-142.25177,106.74205,772.13135,175.88406,403.93515,486.89532,-128.85533,436.2864,495.4053,114.74233,101.15243,70.230515,-104.87077,143.15788,79.74697,206.82149,354.72247,70.837234,-171.41843,401.28427,78.36406
12.688076,586.2448,1245.0565,28.949276,401.96085,858.1267,232.7761,413.65057,1013.8219,343.23257,169.08904,984.3411,426.7659,-22.642775,811.22,-195.74522,434.3664,996.4806,-359.00806,231.54024,941.53973,-409.3781,64.80978,731.9505,156.46848,57.358715,793.8922,-142.25595,104.33118,762.33203,176.09062,405.35803,486.34073,-129.87808,438.19592,494.64145,114.78282,101.380486,70.27327,-104.833275,143.14728,79.74772,206.88268,354.7567,70.7867,-171.45833,401.28888,78.33316
13.216309,590.62024,1227.807,29.889664,401.8839,842.9859,233.45267,415.0483,999.9244,342.73593,169.83484,982.82837,429.80823,-31.800703,823.0497,-195.85359,436.70703,982.2304,-358.99515,231.49872,937.6001,-413.07016,54.728535,736.906,155.81113,55.296726,785.4828,-143.27785,102.83568,753.64905,176.1924,406.63434,486.0081,-130.57141,439.74057,493.89032,114.475716,101.701004,70.45451,-104.726524,143.24286,79.80007,206.89313,354.69794,70.77352,-171.64456,401.2985,78.27032
13.4767275,594.6331,1210.688,30.71332,401.60175,827.87683,234.22432,416.3851,986.5749,341.56168,170.76271,980.68884,432.26215,-39.587612,835.29913,-196.0127,439.08023,967.8074,-358.57245,231.71262,933.41547,-415.55222,45.859543,742.2399,154.69153,52.944946,777.0964,-144.36592,102.10743,744.37933,176.0375,407.60724,485.46222,-131.32533,441.1357,493.1706,114.30627,101.92891,70.64576,-104.74527,143.1854,79.81886,206.97983,354.3992,70.48932,-171.55417,401.39935,78.304726
14.608241,598.5907,1193.4381,31.568438,401.624,812.7371,235.0599,417.56866,973.63153,340.3489,172.33763,978.2829,433.3712,-45.740974,846.86224,-195.82358,441.45276,953.3575,-357.49948,232.17688,928.71625,-417.76984,37.888943,747.42316,154.048,50.975124,768.90765,-145.2313,100.99931,734.98206,175.78435,408.4681,484.96555,-131.86098,442.24924,492.6806,114.51992,101.771255,70.79097,-104.61529,143.31668,79.91669,207.13194,354.6267,70.68537,-171.43364,401.52878,78.444244
15.284511,602.3717,1176.395,32.105362,401.70273,797.7869,235.95674,418.67856,960.71075,338.28427,173.88885,974.7781,434.241,-50.78143,858.41174,-195.69736,443.78723,938.9497,-356.12643,233.04834,923.44946,-419.99918,31.209517,752.4711,153.27414,49.26297,760.8451,-146.33282,99.51747,725.8873,175.62534,409.14737,484.62628,-132.51634,443.13315,492.26328,114.239815,101.765594,70.99116,-104.560196,143.28436,79.85799,207.13878,354.40686,70.39246,-171.55696,401.541,78.44159
16.114725,606.03876,1159.5773,32.963093,401.49533,783.3013,236.50867,419.9278,948.3375,336.1119,175.73122,970.53143,434.0296,-54.42304,868.3011,-195.45709,446.0199,924.56647,-354.4792,234.09543,917.33026,-419.95923,24.460659,756.5951,152.2536,47.128292,753.02844,-146.77489,98.3309,717.3649,175.43208,409.68182,484.37155,-133.3947,443.7894,491.93115,114.14884,101.85431,70.96677,-104.80969,143.47833,79.79387,207.2803,354.57544,70.64109,-171.51274,401.4842,78.2396
17.00735,609.6498,1142.7603,33.70134,401.43604,769.0322,236.85979,421.185,935.68713,334.41104,178.03629,965.84174,433.0334,-56.697685,876.3009,-195.10672,448.03134,910.4912,-352.50668,235.20282,910.3924,-419.5893,19.132902,759.6381,151.53821,45.23772,745.7142,-147.69691,96.8865,709.7686,175.22177,410.08456,484.37057,-134.08421,444.11533,491.46518,113.77552,102.086876,70.92942,-104.45162,143.42845,79.86561,207.34149,354.30753,70.41648,-171.56337,401.5099,78.31981
17.650646,613.5538,1126.258,34.354942,401.00528,754.56964,238.069,421.9194,923.16077,332.65057,180.48877,960.0781,431.8054,-58.46637,882.651,-194.61942,449.9095,896.50946,-350.65955,236.1593,902.83167,-420.2707,14.801145,762.13293,150.2776,42.83986,738.86707,-148.5344,95.88328,702.05835,174.81659,410.35065,484.36893,-135.30208,444.79922,491.1831,113.873116,102.23393,70.92436,-104.6924,143.5369,79.82313,207.3725,354.2764,70.480385,-171.67453,401.59207,78.51365
18.618242,617.33545,1109.9427,35.377445,400.63882,741.28656,239.02077,423.06793,910.6504,330.98825,182.7384,953.21344,430.1647,-59.549812,887.3902,-194.08101,451.86603,882.4901,-348.3037,237.17412,893.89703,-419.78833,10.987176,762.6479,149.30595,40.817646,732.5451,-149.13904,94.68368,694.5656,174.2573,410.45953,484.30768,-136.39632,445.24863,490.84656,113.98164,102.30607,70.78291,-104.35446,143.56671,79.92767,207.44537,354.2563,70.49557,-171.79668,401.48547,78.420395
