Devices
1000
,,BERTEC2_door - Force,,,BERTEC2_door - Moment,,,BERTEC2_door - CoP,,,BERTEC1_window - Force,,,BERTEC1_window - Moment,,,BERTEC1_window - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
1,0,26.0791,-3.07068,-292.182,2928.04,-14854.7,2389.8,104.159,188.979,0,-26.767,2.52625,-290.88,-7591,-39.3061,-683.075,-155.135,226.097,0
1,1,30.0464,-3.07068,-289.741,3294.25,-14732.7,1840.49,104.152,187.63,0,-24.9359,3.1366,-291.49,-6858.58,82.7642,-499.969,-154.716,223.529,0
1,2,26.0791,-3.37585,-290.961,3843.57,-15587.2,1932.04,101.429,185.79,0,-23.1049,2.83142,-287.828,-6858.58,-161.376,-774.627,-155.561,223.829,0
1,3,27.9102,-3.07068,-289.741,3660.46,-14976.8,1474.27,103.31,186.366,0,-24.0204,3.1366,-289.049,-7407.9,-649.658,-499.969,-157.248,225.629,0
1,4,28.2153,-3.68103,-289.13,3660.46,-14244.4,1657.38,105.734,186.34,0,-27.0721,2.52625,-290.88,-7041.69,-39.3061,-499.969,-155.135,224.208,0
1,5,24.5532,-3.37585,-287.91,1280.09,-14122.3,1840.49,105.949,194.554,0,-25.2411,2.83142,-289.049,-7041.69,-39.3061,-591.522,-155.136,224.362,0
1,6,26.9946,-3.07068,-290.961,1463.19,-14366.5,1474.27,105.624,193.971,0,-27.0721,2.83142,-289.659,-7041.69,82.7642,-591.522,-154.714,224.31,0
1,7,26.6895,-3.07068,-287.91,3294.25,-14122.3,2023.59,105.949,187.558,0,-25.2411,3.44178,-290.27,-6126.16,82.7642,-591.522,-154.715,221.105,0
1,8,27.9102,-3.68103,-290.351,3294.25,-14976.8,1840.49,103.418,187.654,0,-24.3256,3.1366,-290.27,-6858.58,-39.3061,-408.416,-155.135,223.628,0
1,9,30.9619,-3.07068,-290.351,2928.04,-14122.3,1748.93,106.361,188.916,0,-28.598,2.83142,-289.659,-6675.48,326.905,-499.969,-153.871,223.046,0
2,0,24.8584,-3.68103,-288.52,2012.51,-14976.8,1657.38,103.091,192.025,0,-26.4618,2.83142,-290.88,-7041.69,82.7642,-499.969,-154.715,224.208,0
2,1,28.8257,-3.07068,-289.13,2744.93,-14488.5,1657.38,104.889,189.506,0,-27.0721,3.1366,-289.659,-7407.9,-161.376,-591.522,-155.557,225.575,0
2,2,26.9946,-3.68103,-287.91,3843.57,-14122.3,1657.38,105.949,185.65,0,-24.9359,2.83142,-290.88,-6675.48,-161.376,-683.075,-155.555,222.949,0
2,3,28.5205,-3.07068,-288.52,3477.35,-14000.2,1840.49,106.476,186.948,0,-27.9877,2.83142,-291.49,-6492.37,-39.3061,-408.416,-155.135,222.273,0
2,4,28.2153,-3.98621,-290.961,3843.57,-13145.8,1840.49,109.82,185.79,0,-26.767,3.1366,-291.49,-6675.48,204.834,-1140.84,-154.297,222.901,0
2,5,26.9946,-3.37585,-289.13,1463.19,-14488.5,1565.83,104.889,193.939,0,-28.2929,2.83142,-290.88,-8140.32,-161.376,-408.416,-155.555,227.985,0
2,6,24.8584,-2.15515,-290.961,3843.57,-14488.5,2115.14,105.205,185.79,0,-26.767,2.52625,-289.659,-6858.58,-39.3061,-591.522,-155.136,223.678,0
2,7,26.9946,-3.07068,-289.741,4026.67,-14000.2,1932.04,106.68,185.103,0,-25.2411,2.83142,-290.27,-6492.37,-39.3061,-499.969,-155.135,222.367,0
2,8,27.605,-2.7655,-289.13,3294.25,-14854.7,1840.49,103.623,187.606,0,-23.1049,3.1366,-290.27,-6309.27,82.7642,-499.969,-154.715,221.736,0
2,9,27.2998,-3.68103,-292.792,3477.35,-14732.7,1840.49,104.682,187.123,0,-31.955,3.44178,-290.27,-6492.37,-39.3061,-591.522,-155.135,222.367,0
3,0,28.5205,-3.07068,-289.13,3843.57,-14244.4,1565.83,105.734,185.706,0,-31.6498,2.22107,-291.49,-6858.58,82.7642,-591.522,-154.716,223.529,0
3,1,26.9946,-2.15515,-292.182,2744.93,-14244.4,1657.38,106.248,189.605,0,-25.5463,3.44178,-289.049,-6858.58,-283.447,-683.075,-155.981,223.728,0
3,2,26.0791,-2.7655,-289.13,2928.04,-15098.9,1657.38,102.778,188.873,0,-26.1566,3.1366,-289.049,-6309.27,204.834,-683.075,-154.291,221.828,0
3,3,26.0791,-2.7655,-287.299,1280.09,-15220.9,1474.27,102.021,194.544,0,-25.2411,3.1366,-289.049,-6858.58,82.7642,-499.969,-154.714,223.728,0
3,4,26.3843,-2.7655,-289.741,3843.57,-14610.6,1840.49,104.574,185.734,0,-25.8514,3.1366,-290.27,-7041.69,-283.447,-591.522,-155.977,224.259,0
3,5,27.605,-2.7655,-288.52,4209.78,-14244.4,1748.93,105.629,184.409,0,-25.5463,3.74695,-290.88,-6858.58,204.834,-499.969,-154.296,223.579,0
3,6,28.5205,-3.07068,-290.351,4026.67,-15709.2,1657.38,100.896,185.132,0,-27.0721,2.83142,-289.659,-6858.58,-283.447,-499.969,-155.979,223.678,0
3,7,29.436,-4.29138,-291.572,3294.25,-14976.8,2298.25,103.634,187.702,0,-27.0721,2.83142,-288.439,-6858.58,-39.3061,-683.075,-155.136,223.778,0
3,8,26.6895,-3.07068,-289.741,2928.04,-14732.7,1748.93,104.152,188.894,0,-27.0721,3.44178,-290.88,-7041.69,-39.3061,-683.075,-155.135,224.208,0
3,9,25.1636,-3.37585,-290.351,2928.04,-14610.6,1840.49,104.68,188.916,0,-27.0721,2.83142,-291.49,-6492.37,-161.376,-591.522,-155.554,222.273,0
4,0,28.2153,-3.37585,-289.741,1829.41,-15220.9,1565.83,102.467,192.686,0,-21.579,2.52625,-290.88,-6492.37,-39.3061,-408.416,-155.135,222.32,0
4,1,24.5532,-2.7655,-290.351,3294.25,-14488.5,1565.83,105.1,187.654,0,-26.767,3.44178,-290.27,-7407.9,-161.376,-683.075,-155.556,225.521,0
4,2,29.436,-3.07068,-289.13,4209.78,-15220.9,1657.38,102.356,184.44,0,-26.767,3.74695,-290.88,-7407.9,82.7642,-499.969,-154.715,225.467,0
4,3,26.6895,-3.37585,-289.741,3660.46,-14732.7,1932.04,104.152,186.366,0,-26.1566,2.83142,-289.659,-6675.48,82.7642,-499.969,-154.714,223.046,0
4,4,29.436,-2.46033,-289.741,3294.25,-14732.7,1657.38,104.152,187.63,0,-24.9359,1.9159,-290.27,-6126.16,-39.3061,-683.075,-155.135,221.105,0
4,5,26.0791,-3.07068,-289.741,3111.14,-15220.9,1474.27,102.467,188.262,0,-24.0204,3.74695,-286.608,-7224.79,-39.3061,-683.075,-155.137,225.208,0
4,6,28.5205,-3.37585,-290.351,2928.04,-14610.6,1657.38,104.68,188.916,0,-22.7997,3.1366,-295.153,-6309.27,-405.517,-591.522,-156.374,221.376,0
