head                          _X,head                          _Y,head                          _Z,chest                         _X,chest                         _Y,chest                         _Z,rShoulder                     _X,rShoulder                     _Y,rShoulder                     _Z,rElbow                        _X,rElbow                        _Y,rElbow                        _Z,rWrist                        _X,rWrist                        _Y,rWrist                        _Z,lShoulder                     _X,lShoulder                     _Y,lShoulder                     _Z,lElbow                        _X,lElbow                        _Y,lElbow                        _Z,lWrist                        _X,lWrist                        _Y,lWrist                        _Z,lHip                          _X,lHip                          _Y,lHip                          _Z,rKnee                         _X,rKnee                         _Y,rKnee                         _Z,lKnee                         _X,lKnee                         _Y,lKnee                         _Z,rHeel                         _X,rHeel                         _Y,rHeel                         _Z,lHeel                         _X,lHeel                         _Y,lHeel                         _Z,rToe                          _X,rToe                          _Y,rToe                          _Z,lToe                          _X,lToe                          _Y,lToe                          _Z,rHip                          _X,rHip                          _Y,rHip                          _Z
26.991543,353.34106,1698.2373,32.074043,381.57214,1262.9764,240.62462,286.8929,1383.0707,289.4978,237.90468,1094.8518,274.46243,393.68613,868.1347,-189.85304,295.15396,1364.8794,-247.72063,257.61813,1092.9518,-216.57158,404.1093,863.01685,-130.51343,248.37453,962.73645,160.39078,372.1319,509.7103,-102.01305,374.59824,505.79645,142.3579,141.59593,67.764854,-117.674034,146.58122,80.18373,206.7619,403.6137,72.84252,-167.77295,408.87698,78.84545,178.0706,230.66975,977.83606
27.65931,358.87985,1694.029,32.255547,383.28043,1258.6633,241.0211,289.60986,1380.5903,291.48618,236.61717,1093.3219,276.42038,391.5252,865.43646,-189.10504,298.4499,1362.2288,-249.2154,258.3987,1091.4358,-217.16016,403.27994,860.36334,-130.17859,244.7811,960.9447,161.41907,374.4812,509.38324,-103.48535,379.444,505.3716,142.3061,141.49033,67.67689,-117.638,146.60695,80.23717,206.69649,403.5567,72.852776,-167.84605,408.8652,78.81901,178.64218,227.5776,976.14087
28.29903,364.56537,1689.8741,33.061954,383.1608,1253.8107,241.3576,292.55243,1377.6377,292.78375,236.46115,1091.2708,278.62296,389.26926,862.44476,-188.62935,301.74884,1359.5354,-250.77313,259.22278,1089.6638,-219.26094,402.86606,858.0935,-130.61766,241.02707,958.7742,161.77702,376.30545,508.90225,-104.921165,384.087,505.01535,142.37495,141.5627,67.62976,-117.59993,146.665,80.30486,206.70909,403.51367,72.97508,-167.76416,408.87985,78.71107,178.32642,224.45227,973.9053
29.378983,370.5824,1685.1191,33.172794,384.32834,1248.5371,241.69856,295.74,1374.2826,294.77615,235.6604,1089.277,280.92795,386.7169,858.95374,-187.79028,305.4696,1356.0854,-252.3095,260.23163,1087.5907,-220.69502,402.51022,855.0005,-131.40617,236.99246,956.2865,162.78122,378.7529,508.78876,-105.95251,388.34235,504.78308,142.28223,141.47209,67.65476,-117.552025,146.63464,80.32248,206.74739,403.44913,73.07772,-167.6821,409.06894,78.818756,177.83772,221.29146,971.632
30.138823,376.15652,1679.4155,33.308804,385.47296,1243.0057,241.94684,299.17032,1370.5448,296.19437,235.16518,1086.7413,283.3693,384.01465,855.15546,-187.13667,308.72354,1352.4255,-253.87228,261.27966,1085.2749,-222.36699,401.68295,851.29877,-131.0384,233.67163,953.1009,163.63063,381.39636,508.45587,-106.38331,392.07053,504.21988,142.38419,141.53058,67.57993,-117.28874,146.50987,80.3909,206.78505,403.4485,73.14842,-167.79318,408.83426,78.63519,177.93141,218.25018,969.80176
30.945189,382.06,1673.6042,33.709557,386.29056,1237.1138,242.27113,302.73425,1366.4181,298.35727,234.3803,1084.2059,285.85022,380.99863,850.87366,-186.51585,311.95038,1348.5449,-255.52962,262.2972,1082.6714,-224.88895,400.71585,848.1392,-131.89299,229.78017,950.1217,165.06017,385.07507,508.24484,-106.64441,395.37286,503.5675,142.34511,141.5105,67.61371,-117.60819,146.5454,80.300095,206.74738,403.39764,73.252754,-167.79764,408.9522,78.77829,176.88135,214.54523,967.0488
31.248545,388.2333,1668.0608,33.88052,387.48734,1230.8799,242.61763,306.49988,1362.0052,299.6656,234.17653,1081.0253,288.34015,377.95175,846.2362,-186.16689,315.45456,1344.266,-257.27283,263.30017,1079.8513,-226.40532,399.97272,843.5996,-131.5781,226.66927,946.9489,165.91605,387.80853,507.73135,-106.51246,398.35446,502.93228,142.68748,141.83131,67.54926,-117.640564,146.4767,80.279976,206.80028,403.40875,73.385,-167.78506,408.7862,78.73457,176.78357,210.86845,964.7639
32.884014,394.77448,1661.2463,33.75549,388.61084,1224.2151,242.89056,310.5545,1356.9662,301.72812,233.05312,1077.9056,291.14212,374.65475,841.25543,-185.83919,319.2502,1339.6005,-258.92657,264.27692,1076.539,-228.93062,398.7503,839.5965,-131.4831,223.19406,943.65094,166.7809,390.87164,507.4666,-106.242905,401.1621,502.47568,142.77948,142.00766,67.70705,-117.712906,146.38716,80.18785,206.8062,403.47263,73.4051,-167.67249,408.6903,78.78222,175.90169,206.78896,961.4774
33.296898,401.31046,1654.4817,33.86534,390.0611,1217.2985,243.0567,314.67596,1351.456,303.4447,232.86032,1074.1024,293.9391,371.05322,835.83923,-185.5607,323.35895,1334.5094,-260.69174,265.09854,1072.8942,-231.21844,397.71387,834.7683,-132.25319,219.8484,941.2983,166.7413,393.07483,506.68927,-106.519165,404.33838,502.19104,142.2459,141.61217,67.78402,-117.738976,146.293,80.21686,207.01724,403.2223,73.325645,-167.67125,408.73373,78.83496,175.93634,202.73592,958.5576
33.833866,407.94092,1646.9437,34.28142,391.32944,1209.7776,243.33226,319.0555,1345.4813,305.25253,232.04576,1070.6398,296.91037,367.13358,830.07733,-185.11238,327.70065,1328.8641,-262.50342,265.9588,1069.2236,-233.42238,396.3641,829.7645,-132.11186,216.00092,938.1256,167.58475,396.31842,506.393,-106.67328,407.46005,501.84583,142.53073,141.29597,67.85331,-117.76581,146.27151,80.23944,206.94171,403.29865,73.31469,-167.55202,408.71036,79.02339,175.29095,198.22798,954.6945
34.723427,414.9673,1638.8423,34.267326,392.78033,1201.7023,243.64198,323.5203,1339.086,307.05292,231.55502,1066.503,300.03543,362.97025,823.9072,-184.67972,332.4399,1322.7256,-264.628,266.74472,1064.8699,-235.99077,395.00787,824.3802,-131.1902,211.86743,934.9332,167.90147,398.97485,505.735,-107.52906,410.4543,501.45038,142.51047,141.26689,67.843346,-117.65989,146.3173,80.296974,206.84317,403.3037,73.2226,-167.59198,408.49347,78.84117,175.6664,194.18639,951.3007
35.771816,421.90918,1629.3826,34.237656,394.3454,1193.0764,243.8315,328.10635,1332.0641,308.83908,230.99745,1062.154,303.13943,358.38547,817.35205,-184.20201,337.43665,1316.0851,-266.83163,267.70578,1060.2853,-238.35176,393.5798,818.3046,-131.02039,207.9178,931.1536,168.36511,401.51703,505.27023,-108.70787,413.32803,501.2762,142.50505,141.27335,67.847305,-117.65295,146.35327,80.29941,206.85826,403.57993,73.49847,-167.45537,408.6374,78.77223,174.8103,189.5509,946.70294
36.31342,428.96335,1619.5875,34.76639,395.45514,1184.062,243.99812,332.83185,1324.4275,310.80466,230.58829,1057.5049,306.21317,353.51584,810.4291,-183.67259,342.5829,1308.8876,-269.28848,268.8164,1055.4504,-240.46434,391.6852,812.1897,-130.79477,203.54672,926.2287,168.0757,403.65204,504.21347,-109.799904,416.18085,501.10895,142.48183,141.17708,67.85879,-117.58856,146.41284,80.35891,206.78568,403.54327,73.56901,-167.45786,408.85025,78.96807,174.72255,185.14635,942.5107
36.91602,436.21948,1609.1339,34.985737,396.92972,1174.4734,243.82889,337.76428,1316.0923,313.14557,230.23831,1052.5764,309.2789,348.29425,803.1304,-183.1209,347.9009,1301.1771,-272.00204,270.09598,1050.3151,-242.47849,389.84695,805.52136,-130.6777,199.00299,920.99603,168.47275,406.3346,503.57806,-110.86597,418.51852,500.69647,142.44592,141.25407,67.81644,-117.57755,146.3913,80.36457,206.87016,403.32404,73.50525,-167.47588,408.90012,78.98093,174.21431,180.56088,937.46826
37.76715,443.61118,1598.5985,35.4401,397.6883,1164.2115,244.33272,342.64713,1307.2454,315.9147,230.0211,1047.3489,312.066,342.75085,795.51874,-182.55183,353.4512,1292.7822,-274.94913,271.59787,1044.6758,-244.62363,387.80524,798.10864,-130.69032,194.49156,915.60986,168.90314,408.86383,502.66608,-111.92211,420.73608,500.11176,142.64217,141.35208,67.86403,-117.623566,146.3279,80.28468,206.71573,403.6467,73.85021,-167.53021,408.77347,78.8825,174.38512,175.84499,932.393
38.682144,451.1884,1586.7339,35.414925,400.2058,1153.6113,244.5914,347.67892,1297.7771,318.81595,230.04729,1041.728,314.7883,336.804,787.4987,-182.07094,359.21246,1283.8213,-278.26144,273.2436,1038.7622,-246.61418,385.31354,790.48676,-130.9016,189.95602,910.3128,169.34846,411.1228,501.9343,-112.93328,422.80698,499.41916,142.08304,141.51747,67.75201,-117.71176,146.27652,80.19846,206.6363,403.62076,73.97754,-167.61583,408.82346,79.024796,174.46794,171.03302,926.79175
39.31292,458.88928,1573.796,36.41525,398.4787,1142.182,244.4942,352.96378,1287.4255,321.84946,230.02498,1035.7871,317.2652,330.5064,779.13855,-181.68486,365.13367,1274.1561,-282.63846,275.5895,1033.5275,-248.28131,381.72354,781.7567,-130.97548,185.2032,905.14386,169.94519,413.50943,501.16257,-113.3037,424.75528,498.67123,142.36092,141.28851,67.79838,-117.67966,146.27704,80.12091,206.5901,403.64444,74.057076,-167.56856,408.79932,79.16071,174.04497,166.22961,920.5685
40.0147,466.81223,1561.364,36.799774,399.6662,1130.6227,245.04698,358.22415,1276.765,324.98444,229.8408,1029.6104,319.95044,323.83682,770.5769,-181.26244,371.16437,1263.917,-286.43573,277.6281,1026.5853,-250.60625,379.55252,773.5471,-131.33401,180.33592,899.8106,170.55739,415.90527,500.44296,-113.98512,426.52792,498.03613,142.37976,141.36987,67.799034,-117.57279,146.56763,79.86952,206.68289,403.6731,74.21199,-167.50267,408.82397,79.3334,173.63,161.26703,913.8165
40.642853,474.7885,1547.8019,37.141853,400.55835,1118.304,245.281,363.66168,1265.44,328.162,229.81781,1023.0792,322.72797,316.32193,761.8021,-180.75604,377.22324,1252.9503,-290.1303,279.7723,1019.14276,-252.5968,375.3484,764.51526,-131.15105,175.23662,893.84155,171.23418,418.01266,499.79996,-114.898796,428.47104,497.6287,142.23192,141.3915,67.876015,-117.64709,146.32448,79.92824,206.63359,403.7003,74.25068,-167.4689,408.77597,79.327446,174.15564,156.9104,907.47644
41.289024,482.70773,1533.3696,37.75055,401.6624,1105.7546,245.40775,369.1013,1253.4957,331.43634,229.52625,1016.5325,325.7896,308.10248,752.74475,-180.0398,383.57736,1241.3372,-294.18295,282.26562,1011.6779,-254.37463,371.53333,755.1558,-131.60735,169.94089,887.89813,171.72421,420.02704,499.1479,-116.10408,430.52878,497.15073,142.21344,141.46269,67.86302,-117.67574,146.30188,79.89185,206.60794,403.7581,74.283806,-167.34225,408.83694,79.52764,173.95354,152.45865,900.7104
41.82193,490.62436,1518.4684,38.033855,402.6668,1092.5857,245.43839,374.69043,1240.8711,334.7023,229.35951,1009.5004,329.04874,299.11502,743.4851,-179.25323,390.02585,1229.2297,-298.41855,284.76483,1004.0167,-256.4638,367.08942,745.2932,-132.41936,164.51001,881.2872,171.7914,421.73502,498.5039,-117.454575,432.47137,496.60034,142.46916,141.63542,67.97108,-117.59568,146.37874,79.8644,206.62305,403.76523,74.20553,-167.35661,408.88052,79.80622,173.2229,148.03128,893.66266
42.249763,498.17236,1502.5045,38.323425,403.75586,1079.0801,245.82773,380.21808,1227.7783,337.977,229.21553,1002.1975,332.25995,289.1741,734.2524,-178.23862,396.52197,1216.4662,-302.67136,287.0293,996.0462,-258.67944,362.0831,735.3418,-131.77927,159.38765,873.40094,171.8013,423.53696,497.79425,-119.141014,434.4544,496.03848,142.16016,141.45558,67.873436,-117.70128,146.37961,79.83239,206.59026,403.817,74.09815,-167.25548,408.9599,80.24794,173.19585,144.01259,886.83124
42.342003,506.1209,1486.5773,38.894447,404.62076,1065.1467,246.28146,385.81042,1214.0756,341.49658,228.99265,994.8249,335.59415,278.6886,724.95013,-177.23154,403.04642,1203.2185,-306.79718,289.43304,987.56165,-261.1035,356.36017,724.9504,-132.90538,154.28046,866.0018,171.93787,425.71906,497.35284,-120.88773,436.30905,495.42487,142.21745,141.57588,67.95435,-117.612854,146.16875,79.88217,206.53928,403.91473,73.9841,-167.24254,408.93396,80.49024,172.45819,140.67773,879.78766
42.853275,514.0451,1469.3231,39.23564,405.72876,1050.6636,246.80063,391.33722,1199.6445,344.6329,228.7735,987.06586,339.06006,267.51373,715.73096,-176.31276,409.38046,1189.3422,-311.1861,291.3616,979.1163,-263.90454,349.52194,714.70764,-133.99484,149.48071,858.3742,171.67662,426.99423,496.60684,-122.818436,438.03925,494.7606,142.40732,141.73618,68.02533,-117.60292,146.13536,79.85827,206.63509,403.9353,73.92885,-167.3177,408.9649,80.71421,173.18794,137.1311,873.0214
42.765724,522.66034,1452.2548,39.821075,406.8613,1035.984,247.3276,396.81757,1184.7106,348.12488,227.94579,979.4452,342.3089,255.40752,706.6246,-175.59195,415.5101,1174.8845,-315.26178,293.73053,970.2762,-267.04254,341.65314,704.37494,-133.7788,145.1759,849.8884,171.52388,428.78552,495.99017,-124.77351,439.6706,494.16623,142.06053,141.70844,67.99648,-117.60868,146.1548,79.84765,206.68561,404.00342,73.640205,-167.46541,408.6109,80.71278,172.94029,133.83319,865.354
