3.035156631469726562e+01,3.986205577850341797e+00,-2.934027099609375000e+02,-7.692079589843750000e+03,1.107055761718750000e+04,1.565827514648437500e+03,-2.707214736938476562e+01,-3.746951580047607422e+00,-2.853869628906250000e+02,-1.747870117187500000e+04,-8.276416778564453125e+01,-4.999690551757812500e+02
2.852051162719726562e+01,3.986205577850341797e+00,-2.946234130859375000e+02,-7.142763183593750000e+03,1.107055761718750000e+04,1.474274780273437500e+03,-2.798767471313476562e+01,-3.136600017547607422e+00,-2.859973144531250000e+02,-1.821112304687500000e+04,-8.276416778564453125e+01,-2.253108825683593750e+02
3.157226943969726562e+01,4.291381359100341797e+00,-2.934027099609375000e+02,-5.677919433593750000e+03,1.119262792968750000e+04,1.657380249023437500e+03,-2.432556533813476562e+01,-3.136600017547607422e+00,-2.853869628906250000e+02,-1.821112304687500000e+04,1.613764801025390625e+02,-3.168635864257812500e+02
3.035156631469726562e+01,3.986205577850341797e+00,-2.940130615234375000e+02,-6.593446777343750000e+03,1.009399511718750000e+04,1.748932983398437500e+03,-2.768249893188476562e+01,-3.441775798797607422e+00,-2.853869628906250000e+02,-1.784491210937500000e+04,-2.048344726562500000e+02,-1.337581481933593750e+02
2.974121475219726562e+01,4.291381359100341797e+00,-2.946234130859375000e+02,-6.959657714843750000e+03,1.180297949218750000e+04,1.748932983398437500e+03,-2.554626846313476562e+01,-3.136600017547607422e+00,-2.841662597656250000e+02,-1.839422851562500000e+04,-8.276416778564453125e+01,-3.168635864257812500e+02
2.913086318969726562e+01,4.291381359100341797e+00,-2.946234130859375000e+02,-6.593446777343750000e+03,1.082641699218750000e+04,1.748932983398437500e+03,-2.981872940063476562e+01,-3.746951580047607422e+00,-2.853869628906250000e+02,-1.802801757812500000e+04,-8.276416778564453125e+01,-2.253108825683593750e+02
2.791016006469726562e+01,3.681029796600341797e+00,-2.952337646484375000e+02,-6.044130371093750000e+03,1.131469824218750000e+04,1.382722045898437500e+03,-2.920837783813476562e+01,-2.831424236297607422e+00,-2.847766113281250000e+02,-1.857733398437500000e+04,3.930614089965820312e+01,-2.253108825683593750e+02
3.004639053344726562e+01,3.986205577850341797e+00,-2.946234130859375000e+02,-6.593446777343750000e+03,1.082641699218750000e+04,1.565827514648437500e+03,-2.493591690063476562e+01,-3.441775798797607422e+00,-2.853869628906250000e+02,-1.839422851562500000e+04,3.930614089965820312e+01,-2.253108825683593750e+02
2.852051162719726562e+01,3.070678234100341797e+00,-2.952337646484375000e+02,-5.494813964843750000e+03,1.155883886718750000e+04,1.474274780273437500e+03,-2.768249893188476562e+01,-3.441775798797607422e+00,-2.847766113281250000e+02,-1.876043945312500000e+04,1.613764801025390625e+02,-4.220540237426757812e+01
3.065674209594726562e+01,3.986205577850341797e+00,-2.952337646484375000e+02,-7.142763183593750000e+03,1.070434667968750000e+04,1.565827514648437500e+03,-2.890320205688476562e+01,-3.746951580047607422e+00,-2.853869628906250000e+02,-1.821112304687500000e+04,-2.048344726562500000e+02,-3.168635864257812500e+02
2.821533584594726562e+01,3.375854015350341797e+00,-2.940130615234375000e+02,-6.593446777343750000e+03,1.107055761718750000e+04,1.657380249023437500e+03,-2.676697158813476562e+01,-4.052127361297607422e+00,-2.853869628906250000e+02,-1.857733398437500000e+04,-2.048344726562500000e+02,-4.084163208007812500e+02
3.065674209594726562e+01,4.291381359100341797e+00,-2.940130615234375000e+02,-6.776552246093750000e+03,1.131469824218750000e+04,2.023591064453125000e+03,-2.768249893188476562e+01,-3.746951580047607422e+00,-2.853869628906250000e+02,-1.802801757812500000e+04,3.930614089965820312e+01,-3.168635864257812500e+02
